1307	12	270.6251096	-22.4686075
1308	12	270.8694807	-22.5895273
1309	12	270.2515618	-22.2628541
1310	12	270.6992987	-22.4348765
1311	12	270.8126437	-22.4527997
1312	12	270.6888082	-22.3627271
1313	12	270.6906898	-22.3637130
1314	12	270.7995482	-22.4091957
1315	12	270.8393443	-22.4254003
1316	12	270.8807895	-22.4470450
1317	12	270.8618638	-22.4210846
1318	12	270.8057797	-22.3665042
1319	12	270.8729782	-22.3419049
1320	12	270.6937989	-22.2044465
1321	12	271.0542541	-22.3377647
1322	12	270.8488183	-22.1294252
1323	12	271.2847329	-22.3177159
1324	12	270.9756275	-22.1084855
1325	12	271.2148576	-22.2286418
1326	12	271.1394237	-22.1733054
1327	12	271.0226755	-22.0963323
1328	12	271.3553102	-22.2626414
1329	12	271.0655853	-22.1072588
1330	12	271.1695384	-22.1522835
1331	12	271.2753097	-22.1820997
1332	12	271.1475448	-22.1109945
1333	12	271.2168170	-22.1356101
1334	12	270.7947186	-21.9011846
1335	12	270.7276221	-21.8406638
1336	12	270.9911298	-21.9283140
1337	12	270.7568445	-21.8008652
1338	12	270.9999831	-21.8893223
1339	12	270.5415510	-21.6345902
1340	12	271.3572497	-22.0550124
1341	12	270.8207738	-21.7609208
1342	12	271.1297182	-21.8997579
1343	12	270.8532141	-21.7320071
1344	12	270.8718751	-21.7257233
1345	12	270.5762950	-21.5655364
1346	12	270.5572918	-21.5440046
1347	12	270.8872723	-21.7085374
1348	12	271.0823342	-21.8107329
1349	12	271.1265672	-21.8315602
1350	12	271.3936021	-21.9294767
1351	12	271.1503957	-21.8004089
1352	12	271.1543854	-21.7979039
1353	12	271.1377269	-21.7846097
1354	12	271.3766235	-21.8839621
1355	12	271.0361026	-21.6832372
1356	12	271.4185225	-21.8759561
1357	12	271.3435696	-21.8323611
1358	12	271.3756036	-21.8284056
1359	12	271.4362022	-21.8507663
1360	12	271.3721621	-21.8013931
1361	12	271.2821128	-21.7338193
1362	12	271.4040448	-21.7813101
1363	12	271.3441687	-21.7455370
1364	12	271.3888743	-21.7573630
1365	12	271.4152552	-21.7504660
1366	12	271.4220246	-21.7310658
1367	12	271.4802596	-21.7613676
1368	12	271.4022762	-21.7024417
1369	12	271.4175251	-21.7057986
1370	12	271.4402867	-21.7130647
1371	12	271.4991914	-21.7299601
1372	12	271.4620746	-21.7014833
1373	12	271.4465299	-21.6658854
1374	12	271.5191663	-21.6968056
1375	12	271.5238178	-21.6808918
1376	12	271.6053774	-21.6682925
1377	12	271.5795841	-21.6251065
1378	12	271.6344913	-21.6444711
1379	12	271.6353723	-21.6266036
1380	12	271.6550339	-21.6184899
1381	12	271.6137196	-21.5970285
1382	12	271.6538148	-21.6041139
1383	12	271.6206769	-21.5731542
1384	12	271.6835191	-21.5874727
1385	12	271.7336586	-21.5860136
1386	12	271.6552320	-21.5361347
1387	12	271.6318802	-21.5217080
1388	12	271.3910369	-21.3939391
1389	12	271.4002638	-21.3827071
1390	12	271.6874104	-21.5276564
1391	12	271.6254761	-21.4954708
1392	12	271.6905991	-21.5018296
1393	12	271.7723758	-21.5419867
1394	12	271.7527669	-21.5295246
1395	12	271.3571384	-21.3234903
1396	12	271.7098052	-21.5026441
1397	12	271.7711461	-21.5276116
1398	12	271.6498553	-21.4302634
1399	12	271.8160591	-21.5142734
1400	12	271.8373595	-21.5115804
1401	12	271.2207296	-21.1373834
1402	12	271.6766983	-21.3732160
1403	12	271.8960619	-21.4710459
1404	12	271.8971070	-21.4692987
1405	12	271.2221253	-21.1105827
1406	12	271.7074887	-21.3136473
1407	12	271.7240087	-21.2901759
1408	12	271.9288823	-21.3873586
1409	12	271.4869951	-21.0543396
1410	12	271.4517804	-21.0107092
1411	12	271.7158570	-21.1027183
1412	12	271.7190350	-21.0768902
1413	12	271.3792729	-20.8902003
1414	12	271.7030646	-21.0502473
1415	12	271.8539002	-21.1058458
1416	12	271.7050736	-20.9894529
1417	12	271.8704214	-21.0411830
1418	12	271.4244574	-20.7740119
1419	12	271.6334187	-20.8673059
1420	12	271.7116120	-20.8554365
1421	12	271.5621759	-20.5275640
1422	12	271.9941893	-20.6524088
1423	12	271.8989560	-20.6028082
1424	12	271.9811571	-20.5632450
1425	12	271.8925006	-20.4369149
1426	12	271.9065919	-20.4419796
1427	12	271.9608906	-20.4657219
1428	12	271.9808048	-20.4486404
1429	12	272.2244875	-20.5319392
1430	12	272.2255228	-20.5301902
1431	12	272.2541234	-20.5107412
1432	12	272.1118225	-20.4253565
1433	12	271.9415131	-20.3297349
1434	12	272.2893545	-20.4924456
1435	12	271.9612022	-20.3171232
1436	12	271.8523298	-20.2579639
1437	12	272.2729482	-20.4747884
1438	12	271.8544054	-20.2544701
