  cnum                  name      glon_peak      glat_peak             ra            dec       glon_cen       glat_cen     maj     min     pos_ang     rad  flux_40  err_flux_40  flux_80  err_flux_80 flux_120 err_flux_120     flux     err_flux 
  7294       G111.716+00.776    111.7171115      0.7763309    348.7807788     61.5329936    111.7169439      0.7587597   50.97   24.29         165   74.82    0.156        0.028    0.506        0.062    0.849        0.096    0.967        0.124 
  7295       G111.716+00.778    111.7171119      0.7783309    348.7792556     61.5348572    111.7152094      0.7876378   28.21   22.41          67   49.67    0.155        0.028    0.501        0.061    0.841        0.094    0.567        0.077 
  7296       G111.719+00.698    111.7190985      0.6983306    348.8439413     61.4610249    111.7184303      0.6899131   47.76   21.49         125   65.46    0.122        0.024    0.418        0.052    0.768        0.084    0.613        0.077 
  7297       G111.721+00.704    111.7210997      0.7043303    348.8432960     61.4673419    111.7255480      0.7085634   31.55   25.46          47   58.82    0.116        0.025    0.412        0.055    0.758        0.087    0.652        0.085 
  7298       G111.733+00.034    111.7329867      0.0343283    349.3642463     60.8461397    111.7303141      0.0335814   40.10   36.83          64   85.85    0.261        0.025    0.794        0.062    1.323        0.100    2.022        0.154 
  7299       G111.748+00.328    111.7490368      0.3283255    349.1792953     61.1265774    111.7513801      0.3308922   40.13   19.31          78   53.63    0.080        0.021    0.213        0.043    0.320        0.065    0.395        0.064 
  7300       G111.753+00.590    111.7530819      0.5903248    348.9917095     61.3725836    111.7455965      0.5914920   57.87   27.27         103   86.98    0.445        0.041    1.278        0.099    1.989        0.152    3.114        0.235 
  7301       G111.759+00.382    111.7590463      0.3823238    349.1586463     61.1805843    111.7645083      0.3821322   26.40   16.01          89   31.60    0.063        0.024    0.162        0.049    0.242        0.073    0.214        0.050 
  7302       G111.769+00.644    111.7690920      0.6443221    348.9822767     61.4287228    111.7681503      0.6399792   38.91   25.50          11   66.73    0.253        0.025    0.733        0.060    1.125        0.092    1.408        0.117 
  7303       G111.775+00.684    111.7750992      0.6843210    348.9638384     61.4681986    111.7728807      0.6811978   39.74   26.47         177   69.35    0.308        0.027    0.938        0.069    1.525        0.110    1.933        0.143 
  7304       G111.778+00.504    111.7790680      0.5043203    349.1066925     61.3016594    111.7859800      0.5073719   52.83   26.34          77   80.89    0.156        0.023    0.483        0.051    0.795        0.078    1.230        0.111 
  7305       G111.787+00.586    111.7870827      0.5863189    349.0609405     61.3810732    111.7872096      0.5838605   54.53   28.51         155   86.82    0.538        0.044    1.581        0.113    2.569        0.179    4.036        0.280 
  7306       G111.789+00.714    111.7891053      0.7143186    348.9685496     61.5012279    111.7895095      0.7148142   44.63   26.62          46   74.32    0.225        0.025    0.685        0.059    1.173        0.096    1.658        0.131 
  7307       G111.793+00.366    111.7930442      0.3663179    349.2363766     61.1777779    111.7953790      0.3745212   49.06   32.72          37   89.48    0.066        0.020    0.239        0.041    0.453        0.064    0.759        0.088 
  7308       G111.795+00.630    111.7950908      0.6303175    349.0435277     61.4250110    111.7944379      0.6295332   20.22   14.70         158   19.30    0.077        0.022    0.172        0.045    0.223        0.066    0.178        0.043 
  7309       G111.796+00.462    111.7970612      0.4623172    349.1729595     61.2688822    111.8032216      0.4705197   59.04   34.07          16  101.29    0.202        0.023    0.607        0.053    0.972        0.082    1.909        0.147 
  7310       G111.796+00.600    111.7970856      0.6003172    349.0699384     61.3977295    111.8016589      0.6078791   15.87   11.48           9    null    0.053        0.028    0.291        0.058    0.950        0.101    0.075        0.036 
  7311       G111.805+00.396    111.8050498      0.3963158    349.2374508     61.2100848    111.8040764      0.3993194   21.80   13.41          69    null    0.056        0.020    0.190        0.041    0.329        0.063    0.124        0.036 
  7312       G111.807+00.432    111.8070562      0.4323154    349.2146601     61.2444309    111.8081063      0.4271142   24.92   15.46          13   27.82    0.040        0.020    0.129        0.041    0.264        0.062    0.137        0.038 
  7313       G111.811+00.824    111.8111261      0.8243147    348.9283512     61.6117602    111.8098661      0.8222186   21.56   20.19          43   37.03    0.092        0.021    0.229        0.044    0.294        0.065    0.290        0.050 
  7314       G111.817+00.750    111.8171133      0.7503136    348.9961435     61.5448955    111.8207560      0.7520659   47.00   24.36          46   71.76    0.206        0.024    0.607        0.056    0.974        0.087    1.385        0.120 
  7315       G111.819+00.572    111.8190816      0.5723133    349.1337841     61.3794743    111.8311029      0.5692175   66.41   44.35          54  125.43    0.323        0.034    1.000        0.082    1.897        0.141    4.299        0.310 
  7316       G111.820+00.504    111.8210695      0.5043129    349.1883871     61.3166848    111.8252223      0.5078191   21.35   14.38         129   17.28    0.075        0.018    0.255        0.039    0.488        0.062    0.144        0.032 
  7317       G111.847+00.514    111.8470722      0.5143082    349.2315685     61.3353046    111.8428848      0.5169478   37.14   24.86         121   63.78    0.064        0.020    0.202        0.041    0.349        0.063    0.414        0.065 
  7318       G111.863+00.800    111.8631254      0.8003053    349.0485520     61.6080904    111.8605315      0.7984602   31.46   22.61           9   53.66    0.440        0.039    1.110        0.089    1.678        0.133    1.727        0.139 
  7319       G111.865+00.860    111.8651365      0.8603049    349.0070803     61.6647988    111.8701778      0.8791250   76.22   31.21          17  109.70    0.310        0.037    0.929        0.085    1.532        0.132    3.713        0.286 
  7320       G111.869+00.776    111.8691213      0.7763042    349.0784369     61.5878436    111.8662137      0.7694452   40.89   24.43          53   66.53    0.182        0.029    0.565        0.063    1.020        0.100    1.080        0.112 
  7321       G111.876+00.818    111.8771296      0.8183027    349.0624426     61.6299168    111.8800802      0.8210990   65.10   25.41         107   88.10    0.341        0.035    0.939        0.080    1.521        0.125    2.477        0.193 
  7322       G111.882+00.992    111.8831624      0.9923016    348.9421359     61.7944206    111.8821009      0.9934341   37.00   34.94         122   79.45    0.791        0.067    2.116        0.159    3.100        0.234    4.237        0.336 
  7323       G111.887+00.602    111.8870901      0.6023008    349.2441040     61.4317822    111.8863767      0.6027915   21.96   16.00          55   27.43    0.070        0.028    0.201        0.056    0.294        0.084    0.205        0.055 
  7324       G111.915+00.444    111.9150615      0.4442956    349.4158000     61.2940257    111.9136410      0.4444397   41.41   27.27          59   72.46    0.072        0.020    0.240        0.042    0.421        0.065    0.567        0.079 
  7325       G111.923+00.548    111.9230815      0.5482941    349.3545514     61.3941121    111.9235704      0.5465491   19.99   19.15          23   32.73    0.066        0.023    0.198        0.048    0.320        0.072    0.207        0.047 
  7326       G111.936+00.638    111.9370993      0.6382914    349.3150846     61.4832186    111.9366551      0.6422187   28.83   20.97           2   47.59    0.067        0.020    0.197        0.041    0.278        0.061    0.293        0.052 
  7327       G111.939+00.940    111.9391573      0.9402910    349.0921840     61.7660375    111.9402018      0.9376773   14.38    8.73          65    null    0.035        0.025    0.105        0.050    0.194        0.076    0.044        0.026 
  7328       G111.939+00.974    111.9391638      0.9742910    349.0663879     61.7977744    111.9350969      0.9750840   46.29   37.10         136   93.43    0.162        0.030    0.566        0.067    0.980        0.104    1.638        0.165 
  7329       G111.941+00.552    111.9410829      0.5522906    349.3867471     61.4042343    111.9414863      0.5537711   45.64   23.23         149   68.09    0.068        0.022    0.210        0.046    0.387        0.070    0.439        0.075 
  7330       G111.945+00.680    111.9451077      0.6802899    349.2994643     61.5253192    111.9445932      0.6778036   25.65   20.40          12   42.82    0.215        0.023    0.502        0.049    0.639        0.070    0.673        0.069 
  7331       G111.945+00.808    111.9451324      0.8082898    349.2036312     61.6449203    111.9434460      0.8095844   41.32   33.79          15   82.96    0.446        0.040    1.406        0.104    2.365        0.169    3.366        0.244 
  7332       G111.945+00.994    111.9451682      0.9942898    349.0630452     61.8185951    111.9538165      0.9950552   29.50   11.65         111    null    0.073        0.029    0.251        0.059    0.503        0.093    0.179        0.056 
  7333       G111.948+00.536    111.9490802      0.5362891    349.4142113     61.3921043    111.9473471      0.5298027   16.11   11.54         137    null    0.050        0.021    0.148        0.043    0.271        0.066    0.060        0.025 
  7334       G111.954+00.964    111.9551633      0.9642879    349.1055768     61.7941776    111.9635495      0.9633769   21.68   15.70         168   25.96    0.049        0.027    0.196        0.055    0.480        0.086    0.120        0.045 
  7335       G111.983+00.774    111.9831283      0.7742825    349.3038642     61.6266876    111.9847558      0.7757664   24.10   11.78         122    null    0.058        0.030    0.142        0.059    0.204        0.088    0.125        0.047 
  7336       G132.950+00.743    132.9505119      0.7430712     34.5448061     61.9158068    132.9476484      0.7406992   23.88   14.02          99    6.86    0.111        0.059    0.313        0.119    0.511        0.179    0.306        0.105 
  7337       G132.965+00.739    132.9645136      0.7390731     34.5700914     61.9074243    132.9610166      0.7413028   15.78    6.24         156    null    0.101        0.056    0.300        0.114    0.557        0.172    0.107        0.058 
  7338       G133.001+00.753    133.0005147      0.7530777     34.6520703     61.9087715    132.9915877      0.7488554   46.89   17.82          72   53.25    0.192        0.055    0.514        0.112    0.770        0.168    1.116        0.178 
  7339       G133.206+01.109    133.2065010      1.1090997     35.3205551     62.1751408    133.2050005      1.1072686   33.03   14.43          68   24.32    0.100        0.054    0.252        0.109    0.383        0.162    0.368        0.116 
  7340       G133.408+01.181    133.4085283      1.1811134     35.7799412     62.1734157    133.4028191      1.1811441   16.27    8.87         139    null    0.111        0.059    0.337        0.120    0.628        0.183    0.137        0.069 
  7341       G133.413+01.185    133.4125288      1.1851136     35.7909498     62.1757808    133.4174041      1.1871019   43.12   19.55         170   56.57    0.111        0.063    0.407        0.129    0.713        0.196    0.694        0.169 
  7342       G133.513+00.971    133.5125516      0.9711174     35.8325718     61.9403768    133.5101674      0.9736098   29.22   19.41          49   44.53    0.120        0.055    0.345        0.111    0.560        0.168    0.449        0.120 
  7343       G133.555+01.003    133.5545562      1.0031184     35.9399834     61.9557524    133.5491239      1.0015053   26.03   14.43          87   20.80    0.097        0.058    0.270        0.118    0.563        0.180    0.296        0.107 
  7344       G133.558+01.015    133.5585565      1.0151185     35.9568677     61.9656015    133.5423140      1.0199675   42.70   13.03         117    null    0.097        0.058    0.396        0.119    0.749        0.181    0.463        0.130 
  7345       G133.563+01.019    133.5625570      1.0191186     35.9678150     61.9679526    133.5674289      1.0215791   31.13   16.83          82   38.60    0.126        0.059    0.359        0.118    0.692        0.180    0.390        0.115 
  7346       G133.603+01.131    133.6025612      1.1311191     36.1313012     62.0588273    133.6013427      1.1318035   20.37   14.28         134   15.28    0.140        0.052    0.319        0.104    0.438        0.156    0.326        0.093 
  7347       G133.616+00.111    133.6165718      0.1111194     35.4162437     61.0971641    133.6203981      0.1103948   29.85   18.70          69   43.35    0.160        0.060    0.390        0.122    0.614        0.183    0.564        0.138 
  7348       G133.646+01.177    133.6465679      1.1771194     36.2538392     62.0863612    133.6404805      1.1725701   36.69   17.46          50   45.10    0.275        0.077    0.723        0.157    1.116        0.237    1.167        0.204 
  7349       G133.663+01.185    133.6625706      1.1851195     36.2918518     62.0881847    133.6667357      1.1800238   26.58   15.96         137   31.53    0.165        0.083    0.443        0.167    0.821        0.253    0.529        0.166 
  7350       G133.670+01.163    133.6705719      1.1631194     36.2911982     62.0647774    133.6714662      1.1626016   26.15   14.08          86   13.02    0.154        0.075    0.462        0.152    0.762        0.229    0.447        0.142 
  7351       G133.694+01.215    133.6945761      1.2151193     36.3785161     62.1048878    133.6926072      1.2131025   34.06   22.44           4   55.99    6.350        0.397   17.954        1.106   29.777        1.829   24.404        1.532 
  7352       G133.715+01.217    133.7145796      1.2171192     36.4199855     62.0996468    133.7174258      1.2179236   34.78   29.22          29   68.56    8.678        0.535   25.043        1.531   39.418        2.407   44.137        2.715 
  7353       G133.717+00.659    133.7165739      0.6591192     36.0067649     61.5768309    133.7206419      0.6578367   20.85   15.08         111   22.26    0.094        0.050    0.234        0.101    0.437        0.153    0.265        0.090 
  7354       G133.718+01.113    133.7185791      1.1131191     36.3491192     62.0010122    133.7116036      1.1120428   53.65   31.76          98   92.20    0.297        0.058    0.896        0.124    1.501        0.191    2.742        0.293 
  7355       G133.727+00.621    133.7265740      0.6211191     35.9985235     61.5377336    133.7212181      0.6231089   28.08   19.75         115   44.16    0.113        0.053    0.328        0.107    0.570        0.161    0.436        0.119 
  7356       G133.729+01.283    133.7285829      1.2831190     36.4982791     62.1563236    133.7250111      1.2955580   35.45   22.64          56   57.74    0.208        0.066    0.779        0.139    1.855        0.227    1.016        0.179 
  7357       G133.730+00.625    133.7305743      0.6251190     36.0093230     61.5400815    133.7377469      0.6254617   18.83    9.01         138    null    0.089        0.053    0.305        0.107    0.550        0.161    0.125        0.070 
  7358       G133.733+01.317    133.7325841      1.3171189     36.5322978     62.1866518    133.7272553      1.3142826   16.74   11.46          94    null    0.161        0.056    0.598        0.117    1.223        0.184    0.235        0.076 
  7359       G133.733+01.329    133.7325843      1.3291189     36.5414942     62.1978587    133.7375817      1.3271543   39.64   21.24         100   58.38    0.207        0.057    0.723        0.119    1.355        0.187    1.307        0.185 
  7360       G133.735+01.085    133.7345812      1.0851189     36.3598093     61.9691568    133.7361331      1.0820811   31.41   22.42         144   53.21    0.153        0.062    0.453        0.125    0.795        0.188    0.702        0.166 
  7361       G133.736+01.271    133.7365842      1.2711189     36.5051037     62.1422585    133.7348665      1.2698772   40.90   28.76          39   74.56    0.534        0.077    1.553        0.169    2.507        0.260    3.476        0.348 
  7362       G133.739+01.335    133.7385856      1.3351188     36.5581085     62.2013156    133.7404511      1.3471039   31.31   26.30         129   59.91    0.180        0.057    0.675        0.119    1.283        0.186    0.691        0.149 
  7363       G133.748+01.059    133.7485828      1.0591187     36.3680128     61.9398803    133.7488190      1.0571680   25.93   17.31         139   35.71    0.246        0.066    0.548        0.132    0.780        0.197    0.665        0.140 
  7364       G133.748+01.197    133.7485852      1.1971187     36.4726242     62.0688481    133.7481046      1.1959615   25.30   21.80          50   45.00    1.334        0.125    2.998        0.263    4.045        0.375    3.990        0.363 
  7365       G133.777+01.177    133.7765895      1.1771181     36.5132051     62.0401730    133.7745474      1.1759956   13.70   11.19          46    null    0.168        0.079    0.343        0.158    0.407        0.237    0.260        0.101 
  7366       G133.778+01.201    133.7785904      1.2011181     36.5354881     62.0618739    133.7769204      1.1998896   15.87    9.92          74    null    0.128        0.092    0.299        0.184    0.529        0.275    0.189        0.111 
  7367       G133.784+01.421    133.7845967      1.4211179     36.7165226     62.2650735    133.7841317      1.4241629   47.94   38.70          57   97.60    0.646        0.069    2.276        0.178    4.135        0.302    7.238        0.527 
  7368       G133.790+01.107    133.7905900      1.1071178     36.4878281     61.9697877    133.7899548      1.1073573   25.16   17.50          30   35.52    0.205        0.055    0.489        0.112    0.652        0.169    0.609        0.122 
  7369       G133.790+01.447    133.7905986      1.4471178     36.7486905     62.2871652    133.7798598      1.4539432   28.32   12.15          88    null    0.152        0.054    0.673        0.113    1.584        0.186    0.312        0.091 
  7370       G133.801+01.225    133.8005947      1.2251175     36.5976815     62.0764097    133.7997344      1.2301120   53.35   23.76           5   75.43    0.392        0.092    1.182        0.191    1.911        0.288    2.965        0.377 
  7371       G133.811+01.267    133.8105977      1.2671173     36.6498193     62.1120266    133.8121176      1.2697427   31.99   22.42          43   53.84    0.175        0.057    0.500        0.117    0.920        0.183    0.810        0.157 
  7372       G133.854+01.229    133.8546043      1.2291158     36.7083328     62.0607486    133.8533671      1.2290184   14.24   13.34         159    null    0.165        0.090    0.340        0.178    0.369        0.264    0.292        0.122 
  7373       G133.865+01.057    133.8645993      1.0571154     36.5967044     61.8966336    133.8606508      1.0518478   34.35   23.88          56   59.10    0.207        0.065    0.581        0.132    0.880        0.198    1.013        0.182 
  7374       G133.890+01.137    133.8906066      1.1371143     36.7093305     61.9619576    133.8969331      1.1477517   62.08   18.59          42   65.23    0.304        0.058    0.603        0.116    0.671        0.169    1.047        0.167 
  7375       G133.902+01.355    133.9026187      1.3551138     36.9013439     62.1608916    133.9008868      1.3520421   29.81   17.45         147   39.70    0.123        0.056    0.326        0.113    0.522        0.172    0.498        0.128 
  7376       G133.907+01.327    133.9066181      1.3271136     36.8875892     62.1333471    133.9067709      1.3269542   19.62   16.44         152   26.07    0.129        0.058    0.322        0.118    0.493        0.177    0.322        0.104 
  7377       G133.913+01.409    133.9126233      1.4091133     36.9633369     62.2075732    133.9109913      1.4082918   42.09   27.85          62   74.18    0.098        0.048    0.296        0.097    0.586        0.149    0.702        0.153 
  7378       G133.914+01.395    133.9146230      1.3951132     36.9564176     62.1938041    133.9241025      1.3923146   22.24   17.48          19   32.21    0.087        0.048    0.289        0.098    0.562        0.150    0.214        0.082 
  7379       G133.919+01.157    133.9186120      1.1571130     36.7802382     61.9705200    133.9201196      1.1557699   20.26   16.93          10   28.30    0.150        0.054    0.373        0.108    0.629        0.165    0.363        0.103 
  7380       G133.949+01.063    133.9486116      1.0631114     36.7676040     61.8720285    133.9500441      1.0651971   47.59   32.80         178   88.14    7.912        0.489   18.012        1.109   23.694        1.465   31.527        1.983 
  7381       G133.961+01.121    133.9606167      1.1211108     36.8358413     61.9217755    133.9569448      1.1346027   61.68   46.14          79  123.32    0.447        0.060    1.371        0.137    2.468        0.223    6.646        0.502 
  7382       G133.965+00.851    133.9646015      0.8511105     36.6378717     61.6684740    133.9612045      0.8437626   25.94   17.38           1   35.96    0.151        0.057    0.550        0.117    1.151        0.182    0.470        0.114 
  7383       G133.968+00.877    133.9686034      0.8771103     36.6654237     61.6913029    133.9687542      0.8664462   49.38   35.94         147   95.00    0.258        0.057    0.787        0.120    1.417        0.187    2.572        0.286 
  7384       G133.985+00.427    133.9845770      0.4271094     36.3601386     61.2652655    133.9904844      0.4269227   22.51    9.99          86    null    0.089        0.059    0.230        0.119    0.468        0.181    0.199        0.083 
  7385       G133.985+00.441    133.9845779      0.4411094     36.3704797     61.2783534    133.9836097      0.4418777   20.76    8.62          37    null    0.085        0.057    0.215        0.114    0.420        0.172    0.140        0.071 
  7386       G133.997+00.519    133.9965833      0.5191086     36.4516391     61.3469844    133.9968428      0.5209089   21.90   17.61         179   32.14    0.144        0.051    0.375        0.104    0.483        0.155    0.431        0.108 
  7387       G134.009+00.429    134.0085777      0.4291078     36.4082755     61.2586077    134.0024275      0.4357757   26.71   12.93          94    null    0.081        0.057    0.272        0.116    0.542        0.176    0.159        0.081 
  7388       G134.021+00.411    134.0205767      0.4111070     36.4182793     61.2375165    134.0177726      0.4026831   45.21   22.10         156   65.04    0.146        0.063    0.433        0.128    0.726        0.193    0.891        0.192 
  7389       G134.025+00.413    134.0245769      0.4131067     36.4275272     61.2379621    134.0275673      0.4198029   22.68   10.73         178    null    0.116        0.062    0.372        0.126    0.690        0.191    0.139        0.075 
  7390       G134.051+00.699    134.0505989      0.6991048     36.6917470     61.4957240    134.0504619      0.6981993   12.69   12.53          49    null    0.143        0.055    0.307        0.110    0.477        0.166    0.213        0.070 
  7391       G134.074+00.709    134.0746015      0.7091029     36.7462103     61.4964108    134.0707701      0.7104616   35.93   23.03          85   59.00    0.210        0.058    0.568        0.119    0.843        0.179    0.981        0.174 
  7392       G134.203+00.753    134.2026157      0.7530911     37.0295886     61.4910168    134.2054430      0.7578343   61.64   32.68          23  101.03    1.269        0.099    4.017        0.273    7.034        0.465   13.767        0.902 
  7393       G134.211+00.621    134.2106024      0.6210903     36.9447254     61.3651569    134.2090987      0.6191540   17.31   10.04          18    null    0.087        0.050    0.238        0.101    0.445        0.153    0.145        0.061 
  7394       G134.211+00.729    134.2106139      0.7290903     37.0268687     61.4657520    134.2213573      0.7066297   78.70   43.74         163  135.94    0.959        0.084    3.160        0.227    6.053        0.410   12.862        0.863 
  7395       G134.212+00.829    134.2126247      0.8290901     37.1073103     61.5581200    134.2214855      0.8353313   21.81   11.21          79    null    0.132        0.054    0.630        0.114    1.420        0.183    0.284        0.092 
  7396       G134.218+00.787    134.2186207      0.7870894     37.0868188     61.5168329    134.2218082      0.7951462   38.01   27.32          92   69.07    0.682        0.076    2.304        0.189    4.383        0.327    3.698        0.311 
  7397       G134.221+00.811    134.2206235      0.8110892     37.1091242     61.5384412    134.2162677      0.8179310   40.07   25.92         101   68.67    0.513        0.066    1.690        0.155    3.056        0.255    2.384        0.243 
  7398       G134.236+00.639    134.2366059      0.6390875     37.0089336     61.3724654    134.2387123      0.6402416   31.14   20.50          77   48.96    0.155        0.053    0.435        0.107    0.798        0.164    0.681        0.134 
  7399       G134.241+00.751    134.2406187      0.7510870     37.1021612     61.4752830    134.2392136      0.7510467   27.56   18.74          19   41.25    0.259        0.061    0.698        0.126    1.081        0.191    0.939        0.155 
  7400       G134.265+01.147    134.2646668      1.1470843     37.4561779     61.8346465    134.2637526      1.1466674   20.03   13.22          61    null    0.131        0.052    0.288        0.104    0.330        0.155    0.287        0.083 
  7401       G134.281+00.855    134.2806345      0.8550824     37.2601572     61.5573710    134.2762620      0.8546508   28.22   17.84          77   39.46    0.439        0.058    0.934        0.117    1.179        0.171    1.254        0.156 
  7402       G134.817+01.355    134.8168013      1.3549908     38.7049817     61.8176263    134.8170827      1.3589494   19.17   12.76         127    null    0.152        0.067    0.386        0.135    0.544        0.202    0.295        0.106 
  7403       G134.830+01.317    134.8307955      1.3169876     38.7010594     61.7771722    134.8302363      1.3235583   40.24   24.03         159   65.12    0.514        0.076    1.259        0.159    1.746        0.235    2.222        0.266 
  7404       G134.896+01.545    134.8968624      1.5449723     39.0187473     61.9613020    134.8970184      1.5440551   19.98   14.90          37   20.35    0.156        0.060    0.384        0.120    0.560        0.180    0.376        0.107 
  7405       G135.637+02.431    135.6365017      2.4312725     41.2423742     62.4689191    135.6362867      2.4311974   15.31    9.76          72    null    0.117        0.043    0.180        0.085    0.146        0.127    0.165        0.056 
  7406       G135.891-00.461    135.8923761     -0.4605654     39.2738459     59.7257677    135.8928027     -0.4601545   16.17   12.48          28    null    0.120        0.000    0.207        0.000    0.220        0.000    0.209        0.076 
  7407       G136.121+02.080    136.1209882      2.0795615     41.8583703     61.9439721    136.1217718      2.0776959   24.33   21.18          79   42.66    0.115        0.048    0.323        0.096    0.485        0.144    0.414        0.107 
  7408       G136.223+01.082    136.2235214      1.0816125     41.1604638     60.9977527    136.2232875      1.0851512   19.73   18.84         123   31.73    0.088        0.042    0.237        0.084    0.321        0.126    0.267        0.079 
  7409       G136.384+02.268    136.3850430      2.2676860     42.5382997     61.9980934    136.3853954      2.2638670   29.10   21.99          52   49.89    0.241        0.052    0.588        0.105    0.795        0.155    0.896        0.150 
  7410       G136.512+01.196    136.5115287      1.1957373     41.7978452     60.9782064    136.5116334      1.1927774   26.51   20.42         137   43.88    0.106        0.046    0.319        0.094    0.445        0.141    0.451        0.110 
  7411       G136.533+01.232    136.5335199      1.2317457     41.8707673     61.0012136    136.5378656      1.2311209   19.38   13.97          79    null    0.105        0.050    0.284        0.099    0.416        0.149    0.246        0.081 
  7412       G136.539+01.238    136.5395190      1.2377480     41.8872734     61.0040373    136.5413006      1.2438055   14.58    7.16         167    null    0.090        0.049    0.301        0.098    0.503        0.148    0.093        0.053 
  7413       G136.671+01.212    136.6715580      1.2117947     42.1091966     60.9234285    136.6710341      1.2100809   20.97   19.04          67   34.02    0.122        0.045    0.343        0.090    0.450        0.134    0.385        0.094 
  7414       G136.671+01.212    136.6715580      1.2117947     42.1091966     60.9234285    136.6710341      1.2100809   20.97   19.04          67   34.02    0.122        0.045    0.343        0.090    0.450        0.134    0.385        0.094 
  7415       G136.716+01.332    136.7155297      1.3318089     42.2985921     61.0122422    136.7179101      1.3320565   21.52   15.25          42   23.80    0.133        0.050    0.327        0.099    0.451        0.147    0.365        0.097 
  7416       G136.716+01.332    136.7155297      1.3318089     42.2985921     61.0122422    136.7179101      1.3320565   21.52   15.25          42   23.80    0.133        0.050    0.327        0.099    0.451        0.147    0.365        0.097 
  7417       G136.719+00.782    136.7197044      0.7818103     41.8172893     60.5149901    136.7195496      0.7803252   20.29   18.49         170   31.93    0.173        0.044    0.400        0.089    0.525        0.132    0.453        0.096 
  7418       G136.719+00.782    136.7197044      0.7818103     41.8172893     60.5149901    136.7195496      0.7803252   20.29   18.49         170   31.93    0.173        0.044    0.400        0.089    0.525        0.132    0.453        0.096 
  7419       G136.825+01.140    136.8256123      1.1398418     42.3292751     60.7914679    136.8246154      1.1450622   16.61   11.18          70    null    0.088        0.046    0.310        0.093    0.547        0.141    0.115        0.059 
  7420       G136.825+01.140    136.8256123      1.1398418     42.3292751     60.7914679    136.8246154      1.1450622   16.61   11.18          70    null    0.088        0.046    0.310        0.093    0.547        0.141    0.115        0.059 
  7421       G136.825+01.130    136.8256151      1.1298418     42.3203087     60.7824763    136.8249617      1.1290628   22.56   21.23         124   40.30    0.136        0.046    0.385        0.094    0.620        0.141    0.464        0.105 
  7422       G136.825+01.130    136.8256151      1.1298418     42.3203087     60.7824763    136.8249617      1.1290628   22.56   21.23         124   40.30    0.136        0.046    0.385        0.094    0.620        0.141    0.464        0.105 
  7423       G136.828+01.062    136.8276345      1.0618424     42.2631486     60.7204440    136.8249807      1.0653660   29.10   22.85         147   51.49    0.345        0.043    0.855        0.091    1.163        0.133    1.323        0.139 
  7424       G136.828+01.062    136.8276345      1.0618424     42.2631486     60.7204440    136.8249807      1.0653660   29.10   22.85         147   51.49    0.345        0.043    0.855        0.091    1.163        0.133    1.323        0.139 
  7425       G136.848+01.168    136.8476090      1.1678479     42.3949556     60.8069987    136.8492008      1.1669213   26.22   18.36         104   38.89    0.147        0.047    0.404        0.095    0.639        0.142    0.491        0.110 
  7426       G136.848+01.168    136.8476090      1.1678479     42.3949556     60.8069987    136.8492008      1.1669213   26.22   18.36         104   38.89    0.147        0.047    0.404        0.095    0.639        0.142    0.491        0.110 
  7427       G136.849+01.150    136.8496143      1.1498484     42.3824621     60.7899445    136.8508104      1.1463202   30.37   23.89          50   54.78    0.170        0.049    0.494        0.099    0.815        0.150    0.721        0.135 
  7428       G136.849+01.150    136.8496143      1.1498484     42.3824621     60.7899445    136.8508104      1.1463202   30.37   23.89          50   54.78    0.170        0.049    0.494        0.099    0.815        0.150    0.721        0.135 
  7429       G136.891+01.100    136.8916357      1.0998596     42.4148325     60.7265887    136.8865548      1.1026007   17.84   14.97         136   18.32    0.083        0.046    0.290        0.093    0.602        0.141    0.175        0.071 
  7430       G136.891+01.100    136.8916357      1.0998596     42.4148325     60.7265887    136.8865548      1.1026007   17.84   14.97         136   18.32    0.083        0.046    0.290        0.093    0.602        0.141    0.175        0.071 
  7431       G136.914+01.150    136.9136272      1.1498652     42.5002282     60.7618350    136.9069835      1.1486797   26.05   22.91         106   47.88    0.078        0.037    0.213        0.074    0.340        0.111    0.360        0.091 
  7432       G136.914+01.150    136.9136272      1.1498652     42.5002282     60.7618350    136.9069835      1.1486797   26.05   22.91         106   47.88    0.078        0.037    0.213        0.074    0.340        0.111    0.360        0.091 
  7433       G136.914+01.092    136.9136417      1.0918652     42.4480631     60.7097414    136.9108659      1.0881640   38.78   29.44          10   73.43    0.378        0.051    1.119        0.113    1.732        0.172    2.221        0.222 
  7434       G136.914+01.092    136.9136417      1.0918652     42.4480631     60.7097414    136.9108659      1.0881640   38.78   29.44          10   73.43    0.378        0.051    1.119        0.113    1.732        0.172    2.221        0.222 
  7435       G136.945+01.092    136.9456476      1.0918730     42.5067963     60.6956709    136.9542403      1.0940997   39.62   21.45          61   58.87    0.240        0.046    0.636        0.096    0.944        0.143    1.272        0.160 
  7436       G136.945+01.092    136.9456476      1.0918730     42.5067963     60.6956709    136.9542403      1.0940997   39.62   21.45          61   58.87    0.240        0.046    0.636        0.096    0.944        0.143    1.272        0.160 
  7437       G136.979+01.118    136.9796478      1.1178810     42.5925741     60.7040265    136.9828140      1.1206344   27.19   12.67         179    null    0.082        0.040    0.221        0.080    0.335        0.120    0.226        0.079 
  7438       G136.979+01.118    136.9796478      1.1178810     42.5925741     60.7040265    136.9828140      1.1206344   27.19   12.67         179    null    0.082        0.040    0.221        0.080    0.335        0.120    0.226        0.079 
