#V2 CNUM  V1 CNUM    GLON      GLAT   V2 Field
#---------------------------------------------
   2299     2476   18.9186   -0.1155    l018
   2300        0   18.9226   -0.2555    l018
   2301     2480   18.9226   -0.0735    l018
   2302     2478   18.9226    0.0805    l018
   2303     2479   18.9266   -0.0195    l018
   2304     2488   18.9386   -0.3035    l018
   2305     2483   18.9506   -0.4535    l018
   2306     2488   18.9506   -0.3195    l018
   2307     2485   18.9506   -0.0735    l018
   2308     2487   18.9506    0.0405    l018
   2309     2488   18.9586   -0.3135    l018
   2310     2490   18.9706   -0.2675    l018
   2311     2489   18.9726   -0.0315    l018
   2312     2487   18.9726    0.0505    l018
   2313     2491   18.9746   -0.4035    l018
   2314     2492   18.9846   -0.0895    l018
   2315     2495   18.9886   -0.0415    l018
   2316        0   18.9906   -0.2975    l018
   2317     2495   18.9906   -0.0555    l018
   2318        0   19.0006   -0.2395    l018
   2319     2496   19.0046    0.1285    l018
   2320     2497   19.0086   -0.0815    l018
   2321     2499   19.0106   -0.0295    l018
   2322     2500   19.0126   -0.3175    l018
   2323     2501   19.0346   -0.4395    l018
   2324     2497   19.0366   -0.0815    l018
   2325     2503   19.0426   -0.5595    l018
   2326        0   19.0426   -0.0115    l018
   2327        0   19.0546   -0.0535    l018
   2328     2505   19.0586   -0.2095    l018
   2329     2506   19.0586    0.0185    l018
   2330     2506   19.0606    0.0265    l018
   2331     2507   19.0666   -0.4295    l018
   2332     2509   19.0766   -0.2475    l018
   2333     2510   19.0786   -0.2875    l018
   2334     2512   19.0826   -0.1655    l018
   2335     2512   19.0846   -0.1655    l018
   2336     2511   19.0866    0.0645    l018
   2337     2511   19.0906    0.0685    l018
   2338     2516   19.0986    0.1185    l018
   2339     2513   19.1026   -0.2335    l018
   2340     2517   19.1026    0.3265    l018
   2341     2511   19.1066    0.0685    l018
   2342     2518   19.1126   -0.2615    l018
   2343     2520   19.1346   -0.2495    l018
   2344     2521   19.1466    0.3565    l018
   2345     2522   19.1506    0.0265    l018
   2346     2523   19.1526   -0.1775    l018
   2347     2529   19.1866   -0.3175    l018
   2348     2530   19.1966   -0.1835    l018
   2349     2532   19.2146   -0.3175    l018
   2350     2533   19.2146   -0.2835    l018
   2351     2534   19.2186    0.0105    l018
   2352     2536   19.2226   -0.1475    l018
   2353     2537   19.2246    0.3025    l018
   2354     2535   19.2246    0.3145    l018
   2355     2541   19.2306    0.0165    l018
   2356     2546   19.2426    0.0705    l018
   2357     2545   19.2426    0.1025    l018
   2358     2548   19.2486    0.0285    l018
   2359     2549   19.2486    0.2665    l018
   2360        0   19.2666    0.0625    l018
   2361     2551   19.2686   -0.1955    l018
   2362     2550   19.2686    0.3505    l018
   2363     2552   19.2766    0.3025    l018
   2364     2553   19.2826   -0.3895    l018
   2365     2554   19.2866   -0.3615    l018
   2366     2555   19.2886    0.0805    l018
   2367        0   19.2966    0.4085    l018
   2368     2557   19.3086   -0.3795    l018
   2369     2556   19.3106    0.0665    l018
   2370     2558   19.3266    0.0525    l018
   2371     2559   19.3326    0.0905    l018
   2372     2560   19.3366   -0.2415    l018
   2373     2560   19.3406   -0.2335    l018
   2374     2561   19.3646   -0.0295    l018
   2375     2561   19.3746    0.0105    l018
   2376     2562   19.3766   -0.0835    l018
   2377     2563   19.3946   -0.0075    l018
   2378     2564   19.4026   -0.1795    l018
   2379     2565   19.4066   -0.1915    l018
   2380        0   19.4106    0.1785    l018
   2381     2567   19.4406    0.1565    l018
   2382     2573   19.4726    0.1705    l018
   2383     2575   19.4766   -0.0855    l018
   2384     2574   19.4786   -0.0655    l018
   2385     2579   19.4866    0.0985    l018
   2386     2576   19.4866    0.1485    l018
   2387     2577   19.4886   -0.1995    l018
   2388     2576   19.4886    0.1385    l018
   2389     2578   19.4946   -0.0555    l018
   2390     2579   19.4966    0.1165    l018
   2391     2581   19.5086   -0.4495    l018
   2392     2577   19.5086   -0.1995    l018
   2393     2582   19.5186    0.0785    l018
   2394     2585   19.5266   -0.0815    l018
   2395     2587   19.5346   -0.2395    l018
   2396     2587   19.5366   -0.2255    l018
   2397     2588   19.5406   -0.4575    l018
   2398     2592   19.5586   -0.1355    l018
   2399     2597   19.5766   -0.0995    l018
   2400     2599   19.5926   -0.0775    l018
   2401     2601   19.6106   -0.2335    l018
   2402     2602   19.6106   -0.1375    l018
   2403     2603   19.6146   -0.2455    l018
   2404     2605   19.6306   -0.0455    l018
   2405     2606   19.6326   -0.1595    l018
   2406     2606   19.6446   -0.1795    l018
   2407     2608   19.6686    0.1125    l018
   2408     2610   19.6826   -0.1275    l018
   2409     2611   19.6946   -0.1755    l018
   2410     2612   19.7006   -0.2635    l018
   2411     2612   19.7066   -0.2415    l018
   2412     2613   19.7206   -0.1715    l018
   2413     2614   19.7286   -0.1135    l018
   2414     2616   19.7426    0.2805    l018
   2415     2618   19.7486   -0.1735    l018
   2416     2619   19.7546   -0.1275    l018
   2417     2620   19.7726   -0.1795    l018
   2418     2622   19.7866   -0.5175    l018
   2419     2625   19.7906   -0.4515    l018
   2420     2624   19.8046    0.0305    l018
   2421     2625   19.8106   -0.4235    l018
   2422     2625   19.8126   -0.4595    l018
   2423     2626   19.8166   -0.5135    l018
   2424     2628   19.8266   -0.4195    l018
   2425     2630   19.8306   -0.3295    l018
   2426     2634   19.8746   -0.0915    l018
   2427     2636   19.8846   -0.5335    l018
   2428     2637   19.8946    0.1025    l018
   2429     2638   19.8986   -0.4375    l018
   2430     2639   19.9106   -0.2395    l018
   2431     2640   19.9146   -0.2055    l018
   2432     2642   19.9246   -0.2955    l018
   2433     2641   19.9266   -0.2575    l018
   2434     2642   19.9306   -0.3035    l018
   2435     2647   19.9626   -0.0955    l018
   2436     2647   19.9706   -0.1035    l018
   2437     2649   19.9786   -0.2135    l018
   2438     2648   19.9786    0.4165    l018
   2439     2650   20.0086   -0.1655    l018
   2440     2651   20.0286   -0.1715    l018
   2441     2656   20.0506    0.1945    l018
   2442     2657   20.0726   -0.4895    l018
   2443     2657   20.0786   -0.4895    l018
   2444     2659   20.0826   -0.1355    l018
   2445     2659   20.0866   -0.1135    l018
   2446        0   20.1046   -0.1095    l018
   2447     2663   20.1546   -0.0595    l018
   2448     2664   20.2346    0.0865    l018
   2449     2665   20.2386    0.0665    l018
   2450     2667   20.2806    0.0565    l018
   2451     2666   20.2826    0.0765    l018
   2452     2669   20.3006   -0.2135    l018
   2453     2670   20.3186    0.0785    l018
   2454     2671   20.3286   -0.0175    l018
   2455     2672   20.3586    0.0445    l018
   2456     2673   20.3646   -0.0115    l018
   2457     2675   20.3906   -0.0195    l018
   2458     2676   20.4126    0.1905    l018
   2459        0   20.4286   -0.4095    l018
   2460        0   20.4346   -0.4135    l018
   2461     2678   20.4346    0.3565    l018
   2462     2680   20.4386   -0.1495    l018
   2463     2679   20.4406   -0.0295    l018
   2464     2687   20.4646    0.1905    l018
   2465     2687   20.4806    0.2025    l018
   2466     2688   20.4826    0.1685    l018
   2467     2690   20.5026    0.1585    l018
   2468     2694   20.5386   -0.1655    l018
   2469     2696   20.5466   -0.4435    l018
   2470     2696   20.5606   -0.4475    l018
   2471     2702   20.5866    0.0045    l018
   2472     2707   20.6526   -0.1375    l018
   2473     2707   20.6626   -0.1395    l018
   2474        0   20.6666   -0.4015    l018
   2475     2708   20.6726   -0.1595    l018
   2476     2709   20.7026   -0.2835    l018
   2477     2711   20.7106   -0.3135    l018
   2478     2713   20.7146   -0.3435    l018
   2479     2718   20.7166   -0.0795    l018
   2480     2713   20.7206   -0.3595    l018
   2481     2714   20.7206   -0.0135    l018
   2482     2717   20.7306    0.4565    l018
   2483     2715   20.7326   -0.1595    l018
   2484     2718   20.7326   -0.0595    l018
   2485     2719   20.7366   -0.0275    l018
   2486     2720   20.7486   -0.0915    l018
   2487     2717   20.7526    0.4525    l018
   2488     2721   20.7586   -0.1255    l018
   2489     2722   20.7646   -0.0615    l018
   2490     2724   20.7666   -0.2075    l018
   2491     2723   20.7666   -0.0275    l018
   2492     2725   20.7726    0.4985    l018
   2493     2726   20.7786   -0.0475    l018
   2494     2727   20.7866   -0.0995    l018
   2495     2726   20.7986   -0.0595    l018
   2496     2737   20.8566    0.1785    l018
   2497     2738   20.8946   -0.1775    l018
   2498     2739   20.9146   -0.1495    l018
   2499     2740   20.9646   -0.0735    l018
   2500     2741   20.9846    0.0945    l018
   2501        0   20.9846    0.1365    l018
   2502     2742   21.0046   -0.0555    l018
   2503     2742   21.0106   -0.0595    l018
   2504     2744   21.0306   -0.1655    l018
   2505     2746   21.0786   -0.0615    l018
   2506        0   21.0786    0.2585    l018
   2507        0   21.0966    0.1525    l018
   2508     2749   21.1326   -0.2935    l018
   2509     2749   21.1366   -0.3035    l018
   2510     2750   21.1526   -0.1215    l018
   2511        0   21.1686   -0.1055    l018
   2512     2755   21.1766   -0.1315    l018
   2513     2756   21.1866   -0.3315    l018
   2514     2758   21.1966   -0.1275    l018
   2515     2762   21.2126   -0.3175    l018
   2516     2764   21.2286    0.1445    l018
   2517        0   21.2306   -0.3495    l018
   2518     2765   21.2386    0.1965    l018
   2519     2766   21.2426   -0.1575    l018
   2520     2767   21.2506    0.2705    l018
   2521     2768   21.2506    0.3165    l018
   2522     2775   21.3046   -0.1555    l018
   2523     2777   21.3286   -0.1295    l018
   2524     2777   21.3406   -0.1375    l018
   2525     2779   21.3566   -0.1755    l018
   2526     2781   21.3766   -0.2255    l018
   2527     2784   21.3866   -0.2535    l018
   2528     2785   21.3866    0.4105    l018
   2529     2784   21.4086   -0.2535    l018
   2530        0   21.4146   -0.0795    l018
   2531     2788   21.4246   -0.5415    l018
   2532        0   21.4526   -0.2595    l018
   2533     2791   21.4846   -0.2375    l018
   2534     2792   21.4926   -0.1595    l018
   2535     2793   21.5026    0.2285    l018
   2536     2793   21.5166    0.2405    l018
   2537     2795   21.5454   -0.0907    l024
   2538        0   21.5454    0.2213    l024
   2539     2795   21.5454   -0.0987    l024
   2540     2797   21.5534   -0.0387    l024
   2541        0   21.5594    0.2193    l024
   2542     2797   21.5634   -0.0327    l024
   2543     2798   21.5634   -0.1327    l024
   2544     2799   21.5914   -0.1467    l024
   2545     2800   21.5994    0.1113    l024
   2546        0   21.6134    0.1513    l024
   2547        0   21.6354   -0.0887    l024
   2548        0   21.6354    0.0293    l024
   2549        0   21.6454    0.1793    l024
   2550     2802   21.6534   -0.0007    l024
   2551        0   21.6554    0.1493    l024
   2552     2806   21.7014   -0.0307    l024
   2553        0   21.7134   -0.2647    l024
   2554     2808   21.7414   -0.0227    l024
   2555     2809   21.7514   -0.0387    l024
   2556        0   21.7554   -0.2267    l024
   2557        0   21.7794   -0.2747    l024
   2558     2811   21.8194   -0.0107    l024
   2559        0   21.8214   -0.2007    l024
   2560     2813   21.8274    0.1453    l024
   2561        0   21.8294   -0.3687    l024
   2562     2815   21.8394    0.0093    l024
   2563     2814   21.8414   -0.3067    l024
   2564     2816   21.8454   -0.0667    l024
   2565     2817   21.8514   -0.2927    l024
   2566        0   21.8514   -0.2387    l024
   2567     2818   21.8554   -0.1327    l024
   2568        0   21.8754   -0.2327    l024
   2569     2819   21.8754    0.0073    l024
   2570     2820   21.8794    0.0293    l024
   2571     2821   21.8834    0.2053    l024
   2572     2819   21.8874    0.0313    l024
   2573     2822   21.8954   -0.1067    l024
   2574     2823   21.9054    0.2273    l024
   2575     2824   21.9074   -0.3367    l024
   2576        0   21.9074    0.0133    l024
   2577     2825   21.9214   -0.3247    l024
   2578     2826   21.9274    0.0973    l024
   2579     2828   21.9394    0.1213    l024
   2580     2829   21.9494    0.1053    l024
   2581     2831   21.9654   -0.1987    l024
   2582        0   21.9674   -0.0667    l024
   2583     2832   21.9794   -0.2347    l024
   2584     2833   21.9974   -0.1887    l024
   2585        0   22.0114    0.1213    l024
   2586     2834   22.0114    0.3593    l024
   2587        0   22.0154   -0.1587    l024
   2588     2835   22.0174   -0.1847    l024
   2589     2836   22.0354    0.3513    l024
   2590     2837   22.0394    0.2233    l024
   2591        0   22.0474   -0.2667    l024
   2592     2838   22.0574    0.1893    l024
   2593        0   22.0654    0.4933    l024
   2594     2841   22.0854    0.4913    l024
   2595     2842   22.1214    0.1473    l024
   2596     2843   22.1274   -0.1027    l024
   2597     2845   22.1374    0.0373    l024
   2598        0   22.1474   -0.0307    l024
   2599        0   22.1554   -0.1547    l024
   2600        0   22.1614   -0.2627    l024
   2601        0   22.1754   -0.1047    l024
   2602        0   22.1794   -0.0867    l024
   2603        0   22.1854    0.0073    l024
   2604     2848   22.1914    0.2913    l024
   2605        0   22.2054   -0.0707    l024
   2606     2849   22.2114    0.2913    l024
   2607     2849   22.2254    0.2813    l024
   2608     2850   22.2534    0.0313    l024
   2609        0   22.2594    0.1773    l024
   2610        0   22.2614    0.1593    l024
   2611        0   22.2794    0.2533    l024
   2612        0   22.2934    0.0273    l024
   2613        0   22.2934    0.4733    l024
   2614        0   22.3154    0.2233    l024
   2615     2851   22.3194    0.0553    l024
   2616        0   22.3334    0.2093    l024
   2617     2852   22.3354   -0.1547    l024
   2618        0   22.3374    0.4553    l024
   2619     2853   22.3454    0.4333    l024
   2620     2854   22.3534    0.0673    l024
   2621     2855   22.3574    0.4113    l024
   2622     2855   22.3594    0.4233    l024
   2623     2858   22.3694    0.3793    l024
   2624     2859   22.3714   -0.0287    l024
   2625     2860   22.3774    0.4473    l024
   2626     2864   22.3974    0.3373    l024
   2627     2864   22.3994    0.3013    l024
   2628     2861   22.4054   -0.0187    l024
   2629     2862   22.4094   -0.1667    l024
   2630     2861   22.4094   -0.0227    l024
   2631     2863   22.4134   -0.1847    l024
   2632     2864   22.4154    0.3173    l024
   2633        0   22.4194    0.0053    l024
   2634        0   22.4214    0.0493    l024
   2635     2864   22.4334    0.3253    l024
   2636     2865   22.4354   -0.1687    l024
   2637     2867   22.4534    0.5013    l024
   2638     2869   22.4554    0.3073    l024
   2639     2870   22.4634    0.3273    l024
   2640     2877   22.4654   -0.4087    l024
   2641     2873   22.4714    0.3493    l024
   2642     2874   22.4734   -0.2207    l024
   2643     2877   22.4794   -0.3927    l024
   2644     2878   22.4914   -0.1667    l024
   2645     2880   22.5014   -0.1947    l024
   2646     2885   22.5154   -0.3107    l024
   2647     2883   22.5154   -0.1527    l024
   2648        0   22.5154    0.3273    l024
   2649     2885   22.5174   -0.3347    l024
   2650     2884   22.5194   -0.1367    l024
   2651     2885   22.5254   -0.3207    l024
   2652     2886   22.5314   -0.1927    l024
   2653     2887   22.5474   -0.0427    l024
   2654     2887   22.5474   -0.0227    l024
   2655     2888   22.5514   -0.5227    l024
   2656     2891   22.5614   -0.2127    l024
   2657     2890   22.5614    0.1693    l024
   2658     2892   22.5834   -0.0407    l024
   2659     2893   22.5874   -0.2047    l024
   2660     2894   22.5894    0.0113    l024
   2661        0   22.6114    0.0273    l024
   2662     2896   22.6194   -0.1427    l024
   2663     2897   22.6214   -0.1927    l024
   2664     2897   22.6274   -0.1847    l024
   2665        0   22.6294    0.0433    l024
   2666     2900   22.6374    0.1113    l024
   2667     2899   22.6414   -0.4687    l024
   2668     2897   22.6414   -0.1927    l024
   2669     2900   22.6534    0.1293    l024
   2670     2898   22.6614   -0.0947    l024
   2671        0   22.6614   -0.0507    l024
   2672        0   22.6634   -0.2547    l024
   2673     2901   22.6774   -0.4527    l024
   2674     2902   22.6954   -0.4547    l024
   2675     2904   22.7034    0.4033    l024
   2676     2905   22.7054    0.3873    l024
   2677     2907   22.7254   -0.2727    l024
   2678     2906   22.7254   -0.0087    l024
   2679     2908   22.7294    0.1253    l024
   2680     2912   22.7314   -0.4827    l024
   2681     2909   22.7314   -0.3207    l024
   2682     2911   22.7334   -0.2887    l024
   2683     2913   22.7354   -0.4607    l024
   2684        0   22.7394   -0.5107    l024
   2685     2914   22.7394   -0.2447    l024
   2686     2916   22.7434   -0.2667    l024
   2687        0   22.7474   -0.2267    l024
   2688     2918   22.7574   -0.4827    l024
   2689     2921   22.7694   -0.2387    l024
   2690     2922   22.7734   -0.5047    l024
   2691     2925   22.7914   -0.2687    l024
   2692     2925   22.7914   -0.2627    l024
   2693     2924   22.7954   -0.5047    l024
   2694     2927   22.7954   -0.4867    l024
   2695     2925   22.7974   -0.2627    l024
   2696     2935   22.8094   -0.4527    l024
   2697     2929   22.8174   -0.2607    l024
   2698     2934   22.8334   -0.4107    l024
   2699     2935   22.8354   -0.4387    l024
   2700     2935   22.8514   -0.4627    l024
   2701     2937   22.8594   -0.0907    l024
   2702     2938   22.8634    0.4173    l024
   2703     2942   22.8674    0.1533    l024
   2704     2939   22.8694   -0.4087    l024
   2705        0   22.8734   -0.3127    l024
   2706     2941   22.8754   -0.4347    l024
   2707     2943   22.8794   -0.0967    l024
   2708     2940   22.8794   -0.2547    l024
   2709     2942   22.8814    0.1513    l024
   2710        0   22.8814   -0.3027    l024
   2711        0   22.8994   -0.0007    l024
   2712     2947   22.9034   -0.4647    l024
   2713        0   22.9094   -0.2887    l024
   2714     2948   22.9094   -0.2687    l024
   2715     2948   22.9154   -0.2547    l024
   2716     2951   22.9254   -0.1687    l024
   2717     2950   22.9274   -0.3747    l024
   2718     2952   22.9394    0.0593    l024
   2719        0   22.9394   -0.2507    l024
   2720     2953   22.9494   -0.3387    l024
   2721     2955   22.9514   -0.0007    l024
   2722     2960   22.9534   -0.1567    l024
   2723     2967   22.9534    0.1473    l024
   2724     2958   22.9554   -0.1087    l024
   2725     2959   22.9554   -0.1047    l024
   2726     2957   22.9554    0.0393    l024
   2727     2961   22.9634    0.2873    l024
   2728     2966   22.9754    0.0173    l024
   2729     2965   22.9774   -0.3767    l024
   2730     2967   22.9834    0.1373    l024
   2731        0   22.9834    0.2293    l024
   2732     2966   22.9914    0.0033    l024
   2733        0   22.9974    0.2193    l024
   2734     2968   23.0014   -0.2207    l024
   2735     2969   23.0054    0.1233    l024
   2736     2971   23.0114   -0.4107    l024
   2737     2968   23.0174   -0.2267    l024
   2738     2968   23.0174   -0.2067    l024
   2739     2972   23.0174   -0.1267    l024
   2740     2974   23.0234   -0.1107    l024
   2741     2975   23.0294    0.0133    l024
   2742     2976   23.0314    0.1193    l024
   2743     2974   23.0374   -0.0867    l024
   2744     2978   23.0374    0.1733    l024
   2745     2980   23.0474    0.2013    l024
   2746     2981   23.0474    0.2893    l024
   2747     2981   23.0514    0.3093    l024
   2748     2983   23.0614    0.0893    l024
   2749     2984   23.0634   -0.4207    l024
   2750     2986   23.0654    0.2633    l024
   2751     2981   23.0654    0.3033    l024
   2752     2990   23.0674    0.0713    l024
   2753     2988   23.0674    0.3913    l024
   2754     2989   23.0674    0.4173    l024
   2755     2990   23.0694    0.0473    l024
   2756     2992   23.0714    0.1433    l024
   2757        0   23.0754   -0.2067    l024
   2758     2992   23.0774    0.1613    l024
   2759     2985   23.0774    0.2853    l024
   2760     2991   23.0794    0.2353    l024
   2761     2995   23.0874   -0.4227    l024
   2762     2993   23.0874   -0.1567    l024
   2763     2994   23.0894   -0.3947    l024
   2764     2997   23.0994   -0.0707    l024
   2765     2997   23.1034   -0.0847    l024
   2766     2994   23.1094   -0.3867    l024
   2767     2998   23.1094    0.1653    l024
   2768     2999   23.1154   -0.3247    l024
   2769     2999   23.1154   -0.3127    l024
   2770     3001   23.1214   -0.4507    l024
   2771     2999   23.1234   -0.3107    l024
   2772        0   23.1254   -0.4907    l024
   2773        0   23.1254   -0.1527    l024
   2774     3004   23.1374   -0.4227    l024
   2775     3006   23.1394   -0.4747    l024
   2776     3009   23.1534   -0.2227    l024
   2777     3008   23.1554   -0.3547    l024
   2778     3009   23.1574   -0.2227    l024
   2779     3011   23.1574   -0.1887    l024
   2780        0   23.1794   -0.1427    l024
   2781     3013   23.1814   -0.1947    l024
   2782     3015   23.1914   -0.3567    l024
   2783     3016   23.2014    0.0013    l024
   2784     3015   23.2034   -0.3427    l024
   2785     3017   23.2054   -0.1747    l024
   2786     3018   23.2074   -0.3767    l024
   2787        0   23.2114   -0.0547    l024
   2788        0   23.2134    0.1093    l024
   2789        0   23.2194    0.1053    l024
   2790     3019   23.2214   -0.1147    l024
   2791     3016   23.2214    0.0053    l024
   2792        0   23.2314    0.1653    l024
   2793     3022   23.2414   -0.4827    l024
   2794     3021   23.2414   -0.1167    l024
   2795        0   23.2434   -0.2627    l024
   2796        0   23.2494    0.1573    l024
   2797     3023   23.2514    0.0173    l024
   2798     3024   23.2534   -0.0607    l024
   2799     3025   23.2554    0.1033    l024
   2800        0   23.2594   -0.4167    l024
   2801        0   23.2634    0.1633    l024
   2802        0   23.2654    0.1493    l024
   2803     3026   23.2674    0.0773    l024
   2804     3028   23.2714   -0.3567    l024
   2805     3027   23.2714   -0.2587    l024
   2806     3029   23.2734   -0.2107    l024
   2807     3031   23.2814   -0.3107    l024
   2808     3032   23.2874    0.2753    l024
   2809     3034   23.2974   -0.0747    l024
   2810     3033   23.2974    0.0553    l024
   2811     3035   23.2994   -0.2487    l024
   2812     3039   23.3034   -0.2907    l024
   2813     3040   23.3134    0.1373    l024
   2814     3041   23.3154   -0.2247    l024
   2815     3042   23.3174    0.0333    l024
   2816     3037   23.3214   -0.1087    l024
   2817     3038   23.3214   -0.0787    l024
   2818     3036   23.3214   -0.0627    l024
   2819     3039   23.3234   -0.2967    l024
   2820     3040   23.3254    0.1233    l024
   2821     3042   23.3294    0.0513    l024
   2822     3041   23.3314   -0.2347    l024
   2823     3041   23.3354   -0.2127    l024
   2824     3043   23.3354   -0.0607    l024
   2825     3042   23.3394    0.0573    l024
   2826     3046   23.3454   -0.3327    l024
   2827        0   23.3514    0.3413    l024
   2828        0   23.3514    0.3693    l024
   2829     3047   23.3534   -0.3367    l024
   2830     3049   23.3534    0.0773    l024
   2831     3050   23.3554   -0.1367    l024
   2832     3051   23.3614   -0.2647    l024
   2833     3052   23.3634   -0.2227    l024
   2834     3047   23.3654   -0.3487    l024
   2835     3053   23.3674   -0.2887    l024
   2836     3060   23.3674    0.1913    l024
   2837     3055   23.3714   -0.5227    l024
   2838     3054   23.3714    0.1053    l024
   2839     3056   23.3754   -0.1267    l024
   2840        0   23.3814   -0.3287    l024
   2841     3057   23.3834   -0.3727    l024
   2842        0   23.3834    0.2873    l024
   2843        0   23.3874    0.4173    l024
   2844     3060   23.3894    0.1853    l024
   2845        0   23.3914   -0.3067    l024
   2846        0   23.3914    0.2613    l024
   2847     3061   23.3934    0.4553    l024
   2848     3062   23.3954   -0.1307    l024
   2849        0   23.3974    0.2673    l024
   2850     3063   23.4074   -0.5107    l024
   2851     3065   23.4134   -0.2287    l024
   2852        0   23.4134   -0.0787    l024
   2853     3064   23.4154    0.1533    l024
   2854     3066   23.4194   -0.3927    l024
   2855     3065   23.4194   -0.2307    l024
   2856     3070   23.4254   -0.1027    l024
   2857        0   23.4274   -0.3027    l024
   2858     3068   23.4274    0.0653    l024
   2859     3069   23.4334   -0.5207    l024
   2860        0   23.4354    0.2673    l024
   2861     3071   23.4374   -0.1827    l024
   2862     3072   23.4394   -0.2047    l024
   2863        0   23.4394    0.4373    l024
   2864     3075   23.4434   -0.2547    l024
   2865     3074   23.4454    0.1273    l024
   2866        0   23.4494   -0.3747    l024
   2867     3072   23.4494   -0.2047    l024
   2868     3076   23.4534   -0.0187    l024
   2869        0   23.4534    0.2593    l024
   2870     3076   23.4554   -0.0187    l024
   2871     3077   23.4554    0.0633    l024
   2872     3076   23.4594   -0.0347    l024
   2873     3080   23.4614   -0.5307    l024
   2874        0   23.4634    0.4733    l024
   2875     3082   23.4654   -0.1807    l024
   2876        0   23.4654    0.2373    l024
   2877        0   23.4714    0.2253    l024
   2878     3085   23.4794   -0.4907    l024
   2879     3083   23.4794   -0.4487    l024
   2880     3084   23.4814   -0.5347    l024
   2881     3083   23.4814   -0.4427    l024
   2882     3083   23.4834   -0.4527    l024
   2883     3086   23.4834    0.0973    l024
   2884     3088   23.4874   -0.1367    l024
   2885        0   23.4874    0.0593    l024
   2886     3083   23.4894   -0.4287    l024
   2887        0   23.4974   -0.1747    l024
   2888     3091   23.4974   -0.0847    l024
   2889        0   23.5054   -0.2487    l024
   2890     3094   23.5054    0.3673    l024
   2891     3096   23.5074    0.0093    l024
   2892     3097   23.5134   -0.0167    l024
   2893     3098   23.5154    0.2233    l024
   2894     3103   23.5174   -0.2007    l024
   2895     3100   23.5194   -0.0487    l024
   2896     3099   23.5194    0.2433    l024
   2897        0   23.5314    0.0533    l024
   2898     3105   23.5354   -0.0607    l024
   2899        0   23.5394   -0.0087    l024
   2900     3098   23.5414    0.2273    l024
   2901     3105   23.5434   -0.0567    l024
   2902     3107   23.5494    0.2053    l024
   2903        0   23.5534    0.2813    l024
   2904     3109   23.5574    0.2453    l024
   2905     3113   23.5594    0.4833    l024
   2906     3113   23.5634    0.4833    l024
   2907     3114   23.5674   -0.0607    l024
   2908     3116   23.5694    0.0133    l024
   2909        0   23.5734    0.0793    l024
   2910     3117   23.5734    0.1573    l024
   2911     3118   23.5774   -0.1667    l024
   2912     3119   23.5774    0.1113    l024
   2913     3125   23.5894   -0.0087    l024
   2914     3117   23.5894    0.1653    l024
   2915     3125   23.6034   -0.0127    l024
   2916     3120   23.6034    0.1113    l024
   2917     3124   23.6054    0.1813    l024
   2918     3126   23.6074   -0.1307    l024
   2919     3124   23.6254    0.1873    l024
   2920     3131   23.6314    0.0393    l024
   2921     3135   23.6354   -0.2647    l024
   2922     3133   23.6354   -0.1127    l024
   2923     3132   23.6354   -0.0027    l024
   2924     3138   23.6494    0.1933    l024
   2925     3141   23.6554   -0.1407    l024
   2926     3139   23.6554   -0.1287    l024
   2927     3144   23.6634    0.2953    l024
   2928     3146   23.6714    0.1173    l024
   2929     3151   23.6774    0.3093    l024
   2930        0   23.6774    0.4973    l024
   2931     3147   23.6794   -0.2227    l024
   2932     3148   23.6894    0.2653    l024
   2933     3151   23.6954    0.3013    l024
   2934     3153   23.6974   -0.1887    l024
   2935     3153   23.7054   -0.1987    l024
   2936     3156   23.7094   -0.0187    l024
   2937     3155   23.7114    0.1713    l024
   2938     3157   23.7234    0.2613    l024
   2939     3157   23.7354    0.2693    l024
   2940     3159   23.7374   -0.1867    l024
   2941     3161   23.7414   -0.1587    l024
   2942     3160   23.7414   -0.0147    l024
   2943        0   23.7414    0.1973    l024
   2944        0   23.7434   -0.2347    l024
   2945     3162   23.7434    0.1593    l024
   2946     3164   23.7514    0.4353    l024
   2947        0   23.7634    0.1113    l024
   2948        0   23.7674    0.2113    l024
   2949     3166   23.7734    0.0173    l024
   2950     3167   23.7814   -0.3447    l024
   2951     3168   23.7834    0.1633    l024
   2952     3169   23.7914    0.1633    l024
   2953        0   23.7914    0.5353    l024
   2954     3170   23.7974   -0.0007    l024
   2955     3171   23.8094    0.2053    l024
   2956        0   23.8114    0.0353    l024
   2957        0   23.8114    0.2773    l024
   2958     3173   23.8194    0.3853    l024
   2959        0   23.8234   -0.1787    l024
   2960     3174   23.8234    0.1333    l024
   2961     3171   23.8234    0.2233    l024
   2962        0   23.8234    0.2513    l024
   2963        0   23.8294    0.1973    l024
   2964     3173   23.8294    0.4073    l024
   2965     3175   23.8294    0.5093    l024
   2966     3176   23.8394    0.1053    l024
   2967     3177   23.8434   -0.1267    l024
   2968     3179   23.8494   -0.3047    l024
   2969     3176   23.8494    0.1073    l024
   2970     3180   23.8574    0.0733    l024
   2971     3182   23.8614    0.2973    l024
   2972     3181   23.8634   -0.2787    l024
   2973        0   23.8654    0.3253    l024
   2974     3183   23.8694   -0.1227    l024
   2975        0   23.8754   -0.3907    l024
   2976     3185   23.8754   -0.3567    l024
   2977        0   23.8754   -0.1807    l024
   2978        0   23.8754   -0.1767    l024
   2979     3185   23.8774   -0.3347    l024
   2980     3186   23.8854    0.0613    l024
   2981     3193   23.8934   -0.2847    l024
