#V2 CNUM  V1 CNUM    GLON      GLAT   V2 Field
#---------------------------------------------
   4453     4730   31.2743    0.2273    l031
   4454     4732   31.2763    0.2333    l031
   4455     4734   31.2783   -0.0687    l031
   4456     4736   31.2803    0.0613    l031
   4457     4735   31.2823    0.0233    l031
   4458     4740   31.2843   -0.1007    l031
   4459     4738   31.2883    0.1253    l031
   4460     4740   31.2903   -0.0887    l031
   4461     4738   31.2903    0.1393    l031
   4462     4741   31.3003    0.1053    l031
   4463     4743   31.3063   -0.1347    l031
   4464     4744   31.3143    0.1613    l031
   4465     4748   31.3163    0.1413    l031
   4466     4745   31.3203   -0.4467    l031
   4467     4747   31.3283    0.0653    l031
   4468     4749   31.3323   -0.1567    l031
   4469     4748   31.3343    0.1453    l031
   4470     4749   31.3443   -0.1507    l031
   4471     4750   31.3483   -0.2527    l031
   4472     4750   31.3543   -0.2667    l031
   4473     4748   31.3543    0.1473    l031
   4474     4751   31.3643   -0.0627    l031
   4475     4752   31.3643    0.1713    l031
   4476     4764   31.3643    0.3053    l031
   4477     4754   31.3863   -0.1027    l031
   4478     4764   31.3883    0.3093    l031
   4479     4759   31.3923    0.2053    l031
   4480     4764   31.3923    0.2993    l031
   4481     4758   31.3943   -0.0247    l031
   4482     4764   31.3943    0.2893    l031
   4483     4760   31.3963   -0.2567    l031
   4484     4761   31.4063   -0.2007    l031
   4485     4763   31.4123    0.0473    l031
   4486     4764   31.4123    0.3073    l031
   4487     4764   31.4123    0.3313    l031
   4488     4768   31.4243   -0.1387    l031
   4489     4765   31.4263   -0.1927    l031
   4490     4769   31.4283    0.1653    l031
   4491        0   31.4343   -0.2547    l031
   4492     4770   31.4343   -0.1047    l031
   4493     4781   31.4663    0.1853    l031
   4494     4786   31.4743   -0.3427    l031
   4495     4790   31.4963    0.1773    l031
   4496     4793   31.5163   -0.1587    l031
   4497     4797   31.5203   -0.1827    l031
   4498     4802   31.5423   -0.0367    l031
   4499     4807   31.5623    0.3773    l031
   4500     4808   31.5663   -0.2707    l031
   4501     4811   31.5806    0.2278    l032
   4502     4809   31.5826   -0.4402    l032
   4503     4812   31.5826    0.0778    l032
   4504     4814   31.5826    0.2038    l032
   4505     4813   31.5846   -0.1182    l032
   4506        0   31.5866    0.0098    l032
   4507     4820   31.5906   -0.3482    l032
   4508     4822   31.5906    0.3318    l032
   4509     4818   31.5906    0.4238    l032
   4510     4820   31.5926   -0.3282    l032
   4511     4819   31.5926   -0.1922    l032
   4512     4820   31.5966   -0.3442    l032
   4513     4822   31.5966    0.3198    l032
   4514     4823   31.6006   -0.0662    l032
   4515     4827   31.6046   -0.2582    l032
   4516     4825   31.6066   -0.1562    l032
   4517     4825   31.6066   -0.1342    l032
   4518     4826   31.6066    0.1678    l032
   4519     4828   31.6126   -0.4022    l032
   4520        0   31.6126   -0.0822    l032
   4521     4828   31.6146   -0.3922    l032
   4522     4824   31.6166    0.1438    l032
   4523     4825   31.6226   -0.1502    l032
   4524     4830   31.6306    0.3338    l032
   4525     4833   31.6406   -0.3662    l032
   4526     4834   31.6446   -0.2662    l032
   4527     4834   31.6466   -0.2562    l032
   4528        0   31.6506    0.2638    l032
   4529     4835   31.6546   -0.4402    l032
   4530     4839   31.6626   -0.3742    l032
   4531     4848   31.6646   -0.1662    l032
   4532        0   31.6646    0.1938    l032
   4533     4840   31.6646    0.3658    l032
   4534     4843   31.6666   -0.4902    l032
   4535     4841   31.6666   -0.2402    l032
   4536     4843   31.6726   -0.4902    l032
   4537     4844   31.6726   -0.0502    l032
   4538     4842   31.6726    0.2418    l032
   4539     4849   31.6886   -0.1062    l032
   4540     4850   31.6906   -0.1842    l032
   4541        0   31.6926   -0.5462    l032
   4542        0   31.6946   -0.0282    l032
   4543     4851   31.7006   -0.4942    l032
   4544        0   31.7026   -0.0342    l032
   4545     4851   31.7106   -0.4942    l032
   4546     4852   31.7126   -0.3822    l032
   4547     4853   31.7126   -0.1902    l032
   4548     4852   31.7146   -0.3742    l032
   4549     4847   31.7146    0.1958    l032
   4550        0   31.7146    0.5018    l032
   4551     4854   31.7166    0.1558    l032
   4552     4847   31.7186    0.1918    l032
   4553     4856   31.7366   -0.1822    l032
   4554     4860   31.7466   -0.3182    l032
   4555     4858   31.7486   -0.0082    l032
   4556     4859   31.7486    0.1518    l032
   4557        0   31.7526    0.3038    l032
   4558        0   31.7566    0.3238    l032
   4559     4861   31.7646   -0.2422    l032
   4560     4867   31.7846   -0.2642    l032
   4561     4866   31.7906   -0.3042    l032
   4562     4870   31.7926    0.1798    l032
   4563     4869   31.7986    0.1198    l032
   4564     4869   31.8026    0.1398    l032
   4565     4870   31.8026    0.1518    l032
   4566     4871   31.8066   -0.3502    l032
   4567     4872   31.8066   -0.0902    l032
   4568     4873   31.8106    0.0978    l032
   4569     4877   31.8246   -0.1102    l032
   4570     4878   31.8286    0.1238    l032
   4571     4882   31.8466   -0.3242    l032
   4572        0   31.8486    0.0238    l032
   4573     4884   31.8666   -0.3922    l032
   4574     4886   31.8726   -0.0882    l032
   4575     4894   31.8786   -0.2282    l032
   4576     4890   31.8846    0.1478    l032
   4577     4894   31.8886   -0.2022    l032
   4578     4891   31.8966   -0.1902    l032
   4579        0   31.9006   -0.0142    l032
   4580     4892   31.9006    0.3418    l032
   4581     4893   31.9066   -0.5102    l032
   4582     4893   31.9106   -0.5102    l032
   4583     4894   31.9106   -0.2402    l032
   4584     4894   31.9146   -0.2462    l032
   4585     4895   31.9146    0.1918    l032
   4586     4897   31.9166    0.4398    l032
   4587     4894   31.9226   -0.2302    l032
   4588     4897   31.9226    0.4518    l032
   4589     4901   31.9346    0.0858    l032
   4590     4901   31.9466    0.0758    l032
   4591     4902   31.9466    0.1278    l032
   4592     4903   31.9606    0.0658    l032
   4593     4904   31.9666   -0.2662    l032
   4594     4907   31.9866   -0.3022    l032
   4595        0   31.9946   -0.4762    l032
   4596     4909   31.9986   -0.2002    l032
   4597        0   31.9986    0.2878    l032
   4598     4910   32.0046   -0.5082    l032
   4599     4913   32.0186   -0.3202    l032
   4600        0   32.0186   -0.1162    l032
   4601     4911   32.0186    0.0618    l032
   4602     4912   32.0266   -0.2222    l032
   4603     4914   32.0306   -0.2042    l032
   4604     4913   32.0346   -0.3282    l032
   4605     4915   32.0446   -0.1702    l032
   4606     4916   32.0446    0.0598    l032
   4607     4913   32.0486   -0.3402    l032
   4608     4918   32.0666   -0.0882    l032
   4609     4920   32.0726   -0.2502    l032
   4610        0   32.0746    0.1238    l032
   4611     4921   32.0766   -0.0042    l032
   4612     4921   32.0886   -0.0122    l032
   4613        0   32.0926   -0.5022    l032
   4614     4926   32.0966    0.0758    l032
   4615     4922   32.1046   -0.0742    l032
   4616        0   32.1046    0.1018    l032
   4617     4923   32.1066   -0.3782    l032
   4618     4927   32.1086   -0.1582    l032
   4619     4922   32.1146   -0.0682    l032
   4620     4924   32.1186   -0.0502    l032
   4621     4926   32.1186    0.0918    l032
   4622     4927   32.1226   -0.1582    l032
   4623     4934   32.1246   -0.2922    l032
   4624     4928   32.1306   -0.0882    l032
   4625     4931   32.1386   -0.0662    l032
   4626     4934   32.1406   -0.2682    l032
   4627        0   32.1406    0.4478    l032
   4628     4930   32.1446   -0.3742    l032
   4629     4932   32.1446    0.1718    l032
   4630     4933   32.1506    0.1338    l032
   4631     4934   32.1586   -0.2782    l032
   4632     4936   32.1666    0.1718    l032
   4633     4936   32.1706    0.1718    l032
   4634     4937   32.2006    0.1518    l032
   4635     4938   32.2106   -0.1962    l032
   4636     4937   32.2106    0.1498    l032
   4637     4940   32.2166   -0.3002    l032
   4638     4942   32.2226    0.0178    l032
   4639     4941   32.2246    0.0038    l032
   4640     4943   32.2246    0.0958    l032
   4641     4944   32.2286   -0.1762    l032
   4642     4943   32.2406    0.1138    l032
   4643     4949   32.2726   -0.2262    l032
   4644     4948   32.2806    0.1098    l032
   4645        0   32.2886    0.0418    l032
   4646        0   32.3026    0.1338    l032
   4647     4950   32.3066    0.3798    l032
   4648        0   32.3106   -0.4122    l032
   4649        0   32.3186   -0.0442    l032
   4650     4951   32.3226   -0.3842    l032
   4651        0   32.3246    0.0758    l032
   4652     4953   32.3326    0.3438    l032
   4653        0   32.3406   -0.1842    l032
   4654     4952   32.3426    0.1398    l032
   4655     4953   32.3546    0.2958    l032
   4656     4954   32.3726    0.0818    l032
   4657     4956   32.3826    0.1658    l032
   4658     4962   32.4046   -0.1242    l032
   4659     4959   32.4046    0.1658    l032
   4660     4964   32.4066    0.0778    l032
   4661     4960   32.4106   -0.1382    l032
   4662     4961   32.4126   -0.1002    l032
   4663        0   32.4146   -0.4582    l032
   4664     4964   32.4246    0.0818    l032
   4665        0   32.4386    0.4178    l032
   4666     4967   32.4406   -0.0162    l032
   4667        0   32.4406    0.4058    l032
   4668     4969   32.4526    0.1558    l032
   4669     4970   32.4566    0.3858    l032
   4670     4972   32.4666    0.4098    l032
   4671     4974   32.4726    0.0198    l032
   4672     4975   32.4726    0.2038    l032
   4673     4979   32.4866   -0.0842    l032
   4674        0   32.4866   -0.0162    l032
   4675     4980   32.4986   -0.2382    l032
   4676     4981   32.5046   -0.0922    l032
   4677     4982   32.5046    0.2578    l032
   4678     4985   32.5066   -0.2822    l032
   4679     4983   32.5066   -0.2602    l032
   4680     4983   32.5086   -0.2642    l032
   4681     4984   32.5106   -0.2022    l032
   4682     4984   32.5206   -0.2122    l032
   4683     4987   32.5206    0.1138    l032
   4684     4982   32.5226    0.2498    l032
   4685     4993   32.5326   -0.1222    l032
   4686        0   32.5466   -0.2722    l032
   4687     4995   32.5506   -0.2902    l032
   4688     5000   32.5646    0.0078    l032
   4689     5003   32.5826   -0.0782    l032
   4690     5006   32.5826    0.0098    l032
   4691     5005   32.5846    0.2958    l032
   4692     5001   32.5926   -0.3542    l032
   4693     5006   32.5986   -0.0062    l032
   4694     5007   32.6006   -0.0582    l032
   4695     5007   32.6006   -0.0322    l032
   4696     5008   32.6026   -0.2742    l032
   4697     5008   32.6066   -0.2542    l032
   4698     5008   32.6126   -0.2322    l032
   4699     5017   32.6206   -0.1202    l032
   4700     5013   32.6246   -0.0702    l032
   4701     5016   32.6246   -0.0322    l032
   4702     5012   32.6266   -0.1022    l032
   4703     5015   32.6306   -0.1382    l032
   4704        0   32.6346   -0.0822    l032
   4705        0   32.6486   -0.1962    l032
   4706     5021   32.6486    0.0098    l032
   4707     5018   32.6526   -0.2502    l032
   4708     5021   32.6626    0.0038    l032
   4709     5023   32.6746   -0.3422    l032
   4710     5024   32.6766   -0.1262    l032
   4711     5022   32.6846   -0.0142    l032
   4712     5025   32.6906    0.0458    l032
   4713     5026   32.6966   -0.3002    l032
   4714     5025   32.7006    0.0558    l032
   4715     5029   32.7006    0.1058    l032
   4716     5031   32.7026   -0.1082    l032
   4717     5030   32.7026    0.4918    l032
   4718     5032   32.7066   -0.0602    l032
   4719     5033   32.7106    0.1698    l032
   4720     5034   32.7166   -0.3022    l032
   4721     5035   32.7206   -0.0362    l032
   4722     5036   32.7326   -0.1822    l032
   4723        0   32.7366    0.0858    l032
   4724     5040   32.7366    0.1618    l032
   4725     5039   32.7386    0.1098    l032
   4726     5040   32.7386    0.1938    l032
   4727     5041   32.7466   -0.0742    l032
   4728     5043   32.7526    0.0518    l032
   4729     5044   32.7586    0.3058    l032
   4730     5047   32.7646   -0.1482    l032
   4731     5045   32.7666    0.2998    l032
   4732     5048   32.7686   -0.2982    l032
   4733     5049   32.7686   -0.1842    l032
   4734     5050   32.7746   -0.0602    l032
   4735     5047   32.7786   -0.1422    l032
   4736        0   32.7806    0.1738    l032
   4737        0   32.7906    0.1058    l032
   4738     5052   32.7986   -0.0442    l032
   4739     5053   32.7986    0.1918    l032
   4740     5052   32.8026   -0.0482    l032
   4741     5055   32.8046    0.0138    l032
   4742     5054   32.8046    0.0658    l032
   4743     5057   32.8226   -0.3302    l032
   4744     5054   32.8226    0.0798    l032
   4745     5063   32.8286    0.3518    l032
   4746     5060   32.8306   -0.2102    l032
   4747     5061   32.8306   -0.0842    l032
   4748     5063   32.8306    0.3598    l032
   4749     5057   32.8366   -0.3102    l032
   4750     5064   32.8426    0.0018    l032
   4751     5065   32.8426    0.4098    l032
   4752     5063   32.8446    0.3558    l032
   4753     5069   32.8486   -0.0282    l032
   4754     5067   32.8486    0.0718    l032
   4755     5070   32.8526   -0.0182    l032
   4756     5068   32.8546    0.0458    l032
   4757     5067   32.8546    0.0938    l032
   4758     5071   32.8626   -0.4122    l032
   4759     5072   32.8706   -0.0362    l032
   4760     5073   32.8726   -0.2282    l032
   4761        0   32.8746    0.4218    l032
   4762     5075   32.8766    0.3358    l032
   4763     5074   32.8786   -0.0862    l032
   4764     5076   32.8806   -0.4542    l032
   4765     5077   32.8806   -0.1182    l032
   4766     5079   32.8906   -0.2722    l032
   4767     5084   32.9066   -0.4762    l032
   4768     5086   32.9266   -0.1182    l032
   4769        0   32.9386   -0.2342    l032
   4770     5088   32.9426    0.0138    l032
   4771     5093   32.9626   -0.3222    l032
   4772     5092   32.9626    0.1338    l032
   4773     5091   32.9646   -0.3402    l032
   4774     5093   32.9686   -0.3102    l032
   4775     5096   32.9746   -0.1082    l032
   4776     5097   32.9786   -0.0742    l032
   4777     5099   32.9786    0.2918    l032
   4778     5095   32.9886   -0.3102    l032
   4779        0   32.9926   -0.5482    l032
   4780     5100   32.9926    0.0358    l032
   4781     5099   32.9926    0.2998    l032
   4782     5101   32.9966   -0.3422    l032
   4783     5102   32.9986   -0.0202    l032
   4784     5103   33.0026    0.1538    l032
   4785     5103   33.0026    0.1758    l032
   4786     5104   33.0046   -0.4022    l032
   4787        0   33.0206   -0.0202    l032
   4788     5108   33.0246   -0.3682    l032
   4789     5110   33.0326    0.0718    l032
   4790     5112   33.0726    0.3578    l032
   4791     5115   33.0946   -0.0082    l032
   4792     5116   33.1006    0.0658    l032
   4793     5117   33.1106   -0.1262    l032
   4794     5117   33.1126   -0.1222    l032
   4795     5120   33.1226   -0.0882    l032
   4796     5118   33.1286   -0.1962    l032
   4797     5116   33.1306    0.0658    l032
   4798     5120   33.1346   -0.0922    l032
   4799     5122   33.1366   -0.0222    l032
   4800     5120   33.1446   -0.0402    l032
   4801     5125   33.1546    0.0398    l032
   4802     5127   33.1586   -0.0322    l032
   4803     5127   33.1606   -0.0222    l032
   4804     5116   33.1606    0.0658    l032
   4805     5132   33.2006    0.0198    l032
   4806     5133   33.2066   -0.3642    l032
   4807     5134   33.2086   -0.0082    l032
   4808     5135   33.2286    0.3598    l032
   4809     5136   33.2386   -0.0222    l032
   4810     5137   33.2446    0.1458    l032
   4811     5138   33.2506    0.1698    l032
   4812     5139   33.2586    0.1058    l032
   4813        0   33.2646   -0.0902    l032
   4814     5140   33.2666    0.0658    l032
   4815     5143   33.2886   -0.0202    l032
   4816     5143   33.2906   -0.0082    l032
   4817     5145   33.3006   -0.3282    l032
   4818     5147   33.3026    0.0978    l032
   4819     5148   33.3146   -0.0542    l032
   4820     5150   33.3186   -0.3602    l032
   4821     5151   33.3226   -0.0682    l032
   4822     5152   33.3246   -0.2682    l032
   4823     5153   33.3266   -0.0242    l032
   4824     5154   33.3346   -0.5302    l032
   4825     5156   33.3386    0.1658    l032
   4826     5157   33.3426   -0.1262    l032
   4827     5163   33.3426    0.0098    l032
   4828     5163   33.3486   -0.0142    l032
   4829     5159   33.3546    0.1958    l032
   4830        0   33.3566    0.2578    l032
   4831     5161   33.3586    0.2398    l032
   4832     5167   33.3666    0.0278    l032
   4833     5163   33.3686   -0.0062    l032
   4834     5164   33.3846   -0.2882    l032
   4835     5165   33.3886    0.1998    l032
   4836     5166   33.3906    0.1678    l032
   4837     5167   33.3926    0.0078    l032
   4838     5169   33.4006   -0.2722    l032
   4839     5170   33.4046    0.3698    l032
   4840     5177   33.4126   -0.0622    l032
   4841     5172   33.4166    0.0658    l032
   4842     5171   33.4186   -0.0042    l032
   4843     5172   33.4186    0.0318    l032
   4844     5174   33.4206    0.1258    l032
   4845     5175   33.4246   -0.3182    l032
   4846     5176   33.4266   -0.3382    l032
   4847     5177   33.4266   -0.0762    l032
   4848     5177   33.4326   -0.0522    l032
   4849     5178   33.4526   -0.0802    l032
   4850     5180   33.4626   -0.1802    l032
   4851     5181   33.4626   -0.0042    l032
   4852     5182   33.4666   -0.0542    l032
   4853     5184   33.4826   -0.2142    l032
   4854     5188   33.4946   -0.0142    l032
   4855     5187   33.4946    0.1498    l032
   4856        0   33.4966    0.0578    l032
   4857     5189   33.5006    0.1938    l032
   4858     5193   33.5106    0.1778    l032
   4859     5195   33.5186   -0.0542    l032
   4860     5193   33.5186    0.1818    l032
   4861     5196   33.5246    0.0218    l032
   4862     5202   33.5475   -0.2362    l035
   4863     5200   33.5475   -0.1362    l035
   4864     5203   33.5475    0.0178    l035
   4865     5205   33.5495   -0.0342    l035
   4866     5207   33.5535    0.2518    l035
   4867     5205   33.5535   -0.0402    l035
   4868     5208   33.5555   -0.1582    l035
   4869     5209   33.5615    0.2218    l035
   4870     5207   33.5615    0.2478    l035
   4871     5210   33.5635    0.0258    l035
   4872     5211   33.5675    0.2178    l035
   4873        0   33.5855    0.1538    l035
   4874        0   33.5895   -0.0142    l035
   4875     5214   33.5955   -0.0362    l035
   4876        0   33.5995   -0.4862    l035
   4877        0   33.5995    0.0098    l035
   4878     5215   33.6075    0.0838    l035
   4879     5217   33.6095    0.2298    l035
   4880     5222   33.6135    0.0698    l035
   4881     5218   33.6155    0.1518    l035
   4882     5219   33.6155   -0.3122    l035
   4883     5219   33.6175   -0.3302    l035
   4884        0   33.6195   -0.0042    l035
   4885        0   33.6235    0.0338    l035
   4886     5222   33.6335    0.0758    l035
   4887     5226   33.6395   -0.2262    l035
   4888     5228   33.6435    0.1638    l035
   4889     5229   33.6495   -0.0262    l035
   4890        0   33.6635   -0.1342    l035
   4891     5231   33.6755   -0.1542    l035
   4892     5230   33.6775    0.2038    l035
   4893     5234   33.6775   -0.2602    l035
   4894     5233   33.6795    0.0418    l035
   4895     5236   33.6875    0.3058    l035
   4896     5240   33.7015    0.2838    l035
   4897     5243   33.7135    0.2558    l035
   4898     5244   33.7255   -0.1182    l035
   4899        0   33.7255   -0.0582    l035
   4900     5247   33.7275    0.0698    l035
   4901     5249   33.7295   -0.1102    l035
   4902     5250   33.7315   -0.4242    l035
   4903     5246   33.7375   -0.2362    l035
   4904     5252   33.7395   -0.0162    l035
   4905        0   33.7435   -0.1182    l035
   4906     5254   33.7555    0.1778    l035
   4907     5256   33.7575   -0.0742    l035
   4908     5257   33.7615    0.0298    l035
   4909     5258   33.7715    0.1878    l035
   4910        0   33.7815   -0.2782    l035
   4911        0   33.7855    0.1298    l035
   4912     5260   33.7855   -0.1702    l035
   4913     5262   33.7895   -0.1482    l035
   4914     5261   33.8055    0.1998    l035
   4915     5263   33.8095   -0.1862    l035
   4916     5262   33.8115   -0.1582    l035
   4917     5267   33.8135    0.0358    l035
   4918     5265   33.8175   -0.2122    l035
   4919     5267   33.8195    0.0098    l035
   4920     5268   33.8215   -0.2742    l035
   4921     5269   33.8315   -0.1162    l035
   4922     5270   33.8495    0.0178    l035
   4923        0   33.8655    0.1058    l035
   4924     5278   33.8835    0.1058    l035
   4925     5277   33.8855    0.1438    l035
   4926     5275   33.8875    0.0538    l035
   4927     5276   33.8875   -0.0162    l035
   4928        0   33.9055    0.0178    l035
   4929        0   33.9075    0.1738    l035
   4930     5278   33.9155    0.1098    l035
   4931     5279   33.9175   -0.0162    l035
   4932     5280   33.9255   -0.1042    l035
   4933     5280   33.9375   -0.1002    l035
   4934     5281   33.9395   -0.0802    l035
   4935     5282   33.9515    0.0358    l035
   4936        0   33.9595   -0.3382    l035
   4937     5282   33.9715    0.0518    l035
   4938     5286   33.9795   -0.0182    l035
   4939     5286   33.9895   -0.0062    l035
   4940     5287   33.9915   -0.3442    l035
   4941     5291   33.9995    0.1598    l035
   4942     5292   34.0035    0.2118    l035
   4943     5294   34.0075   -0.2962    l035
   4944     5291   34.0095    0.1778    l035
   4945     5294   34.0115   -0.2842    l035
   4946     5293   34.0155   -0.3442    l035
   4947     5295   34.0175   -0.1382    l035
   4948     5298   34.0295   -0.3142    l035
   4949     5298   34.0375   -0.3142    l035
   4950     5299   34.0455    0.0618    l035
   4951     5300   34.0455    0.1558    l035
   4952     5301   34.0535    0.1898    l035
   4953     5302   34.0615   -0.3222    l035
   4954     5303   34.0635    0.1278    l035
   4955        0   34.0755   -0.0522    l035
   4956     5302   34.0835   -0.3102    l035
   4957        0   34.0875   -0.0542    l035
   4958     5305   34.0895    0.4398    l035
   4959     5306   34.0915    0.0158    l035
   4960        0   34.1075   -0.0582    l035
   4961        0   34.1095   -0.0682    l035
   4962     5307   34.1175   -0.2662    l035
   4963     5307   34.1255   -0.2522    l035
   4964     5311   34.1295    0.0738    l035
   4965     5310   34.1315    0.4718    l035
   4966     5309   34.1335   -0.2422    l035
   4967     5313   34.1415   -0.1062    l035
   4968     5314   34.1415    0.0238    l035
   4969        0   34.1455   -0.0422    l035
   4970     5313   34.1495   -0.1342    l035
   4971     5313   34.1515   -0.1262    l035
   4972     5317   34.1575   -0.3462    l035
   4973     5319   34.1595    0.0498    l035
   4974     5320   34.1675    0.0898    l035
   4975        0   34.1775   -0.0982    l035
   4976     5327   34.1855   -0.2002    l035
   4977     5322   34.1915   -0.2222    l035
   4978     5321   34.1915   -0.5902    l035
   4979     5325   34.1955    0.0358    l035
   4980     5331   34.1975   -0.1842    l035
   4981        0   34.2015    0.2778    l035
   4982     5329   34.2055    0.0078    l035
   4983     5330   34.2075   -0.2382    l035
   4984     5334   34.2235    0.0558    l035
   4985        0   34.2255    0.2518    l035
   4986     5340   34.2315    0.1338    l035
   4987     5337   34.2415   -0.2702    l035
   4988     5338   34.2495    0.2178    l035
   4989     5340   34.2555    0.1978    l035
   4990     5340   34.2575    0.1538    l035
   4991     5340   34.2595    0.1858    l035
   4992     5342   34.2655   -0.2082    l035
   4993        0   34.2695    0.3178    l035
   4994     5345   34.2735   -0.0842    l035
   4995     5344   34.2755   -0.1502    l035
   4996        0   34.2755    0.1038    l035
   4997     5346   34.2835    0.1838    l035
   4998     5351   34.2855   -0.1822    l035
   4999        0   34.2855    0.2158    l035
   5000     5349   34.2875   -0.0922    l035
   5001     5348   34.2875   -0.0002    l035
   5002     5349   34.2895   -0.0802    l035
   5003     5351   34.2955   -0.1902    l035
   5004     5356   34.3075   -0.1482    l035
   5005     5354   34.3095   -0.2082    l035
   5006     5350   34.3115    0.0058    l035
   5007     5355   34.3115    0.2358    l035
   5008        0   34.3195    0.1258    l035
   5009     5357   34.3235   -0.0782    l035
   5010        0   34.3295    0.1438    l035
   5011        0   34.3475    0.1278    l035
   5012        0   34.3555   -0.0122    l035
   5013     5365   34.3695    0.2018    l035
   5014     5373   34.3715    0.2378    l035
   5015     5367   34.3735   -0.2122    l035
   5016     5369   34.3835    0.0318    l035
   5017     5371   34.3855   -0.1982    l035
   5018        0   34.3995   -0.0482    l035
   5019     5372   34.4035    0.0958    l035
   5020     5369   34.4055    0.0258    l035
   5021        0   34.4055    0.2758    l035
   5022     5373   34.4115    0.2338    l035
   5023     5375   34.4235   -0.1782    l035
   5024     5374   34.4235    0.1118    l035
   5025     5376   34.4275    0.0258    l035
   5026     5380   34.4335   -0.0702    l035
   5027     5379   34.4375    0.0558    l035
   5028        0   34.4515   -0.0762    l035
   5029     5384   34.4535    0.0058    l035
   5030     5384   34.4595    0.0318    l035
   5031     5385   34.4595    0.2478    l035
   5032     5384   34.4675    0.0098    l035
   5033     5387   34.4795   -0.1782    l035
   5034     5390   34.4815    0.1258    l035
   5035     5389   34.4855    0.0738    l035
   5036     5384   34.4875    0.0038    l035
   5037     5391   34.4875    0.2898    l035
   5038     5392   34.4955    0.0598    l035
   5039        0   34.5155    0.0658    l035
   5040     5395   34.5235    0.3138    l035
   5041        0   34.5295    0.1358    l035
   5042     5396   34.5335    0.2678    l035
   5043        0   34.5375    0.1278    l035
   5044        0   34.5395    0.1118    l035
   5045     5398   34.5415    0.3258    l035
   5046        0   34.5435   -0.0422    l035
   5047     5399   34.5475    0.0178    l035
   5048     5400   34.5515   -0.4762    l035
   5049     5401   34.5535   -0.2742    l035
   5050     5396   34.5555    0.2798    l035
   5051     5402   34.5615   -0.0922    l035
   5052     5403   34.5635   -0.4462    l035
   5053     5403   34.5635   -0.4302    l035
   5054     5404   34.5635   -0.3982    l035
   5055        0   34.5635    0.5198    l035
   5056     5407   34.5675    0.2038    l035
   5057        0   34.5695    0.1378    l035
   5058     5405   34.5695    0.3338    l035
   5059     5413   34.5735   -0.0022    l035
   5060     5410   34.5755    0.0338    l035
   5061     5406   34.5795    0.2058    l035
   5062     5416   34.5895   -0.1682    l035
   5063     5414   34.5915    0.2418    l035
   5064     5416   34.5955   -0.1722    l035
   5065        0   34.6015   -0.4162    l035
   5066     5419   34.6155   -0.1762    l035
   5067     5417   34.6155    0.4398    l035
   5068     5420   34.6235    0.2258    l035
   5069     5417   34.6235    0.4398    l035
   5070     5421   34.6255   -0.1322    l035
   5071     5422   34.6255    0.0318    l035
   5072     5423   34.6275   -0.0222    l035
   5073        0   34.6335   -0.4142    l035
   5074     5423   34.6375   -0.0122    l035
   5075        0   34.6395    0.4498    l035
   5076     5424   34.6455    0.0298    l035
   5077     5427   34.6675   -0.4962    l035
   5078        0   34.6675    0.4658    l035
   5079     5426   34.6775   -0.1102    l035
   5080     5427   34.6795   -0.5022    l035
   5081     5424   34.6795    0.0218    l035
   5082        0   34.6795    0.1818    l035
   5083     5428   34.6855    0.0698    l035
   5084     5430   34.6975    0.0058    l035
   5085     5432   34.7055    0.3038    l035
   5086        0   34.7095   -0.1042    l035
   5087        0   34.7095    0.1678    l035
   5088     5433   34.7135   -0.5942    l035
   5089        0   34.7135   -0.1582    l035
   5090     5432   34.7135    0.3058    l035
   5091     5435   34.7195   -0.0202    l035
   5092     5438   34.7215   -0.4502    l035
   5093     5437   34.7215   -0.4402    l035
   5094     5434   34.7275    0.3138    l035
   5095     5439   34.7315    0.0678    l035
   5096     5451   34.7335   -0.5662    l035
   5097     5448   34.7355    0.0178    l035
   5098     5439   34.7355    0.0798    l035
   5099     5440   34.7375   -0.3382    l035
   5100     5441   34.7395   -0.1202    l035
   5101     5442   34.7415   -0.3162    l035
   5102     5443   34.7475   -0.4902    l035
   5103     5445   34.7495   -0.0922    l035
   5104     5444   34.7495   -0.0202    l035
   5105     5448   34.7555    0.0258    l035
   5106        0   34.7595   -0.2022    l035
   5107        0   34.7615   -0.0122    l035
   5108        0   34.7615    0.4078    l035
   5109     5452   34.7635    0.3578    l035
   5110     5453   34.7655   -0.5282    l035
   5111     5456   34.7815   -0.5622    l035
   5112        0   34.7815    0.2118    l035
   5113     5457   34.7855   -0.2062    l035
   5114     5462   34.7935   -0.2482    l035
   5115     5461   34.7955    0.1238    l035
   5116     5462   34.8015   -0.2582    l035
   5117     5463   34.8055   -0.2822    l035
   5118     5464   34.8075   -0.2242    l035
   5119     5467   34.8195    0.3498    l035
   5120     5468   34.8215    0.0658    l035
   5121     5466   34.8275    0.1298    l035
   5122     5469   34.8315    0.4518    l035
   5123     5470   34.8355    0.4278    l035
   5124     5473   34.8415   -0.3562    l035
   5125     5473   34.8415   -0.3462    l035
   5126     5471   34.8415   -0.0242    l035
   5127     5472   34.8435   -0.0522    l035
   5128     5474   34.8455    0.0618    l035
   5129     5476   34.8455    0.3218    l035
   5130     5477   34.8495    0.0838    l035
   5131        0   34.8495    0.3998    l035
   5132     5478   34.8535   -0.5222    l035
   5133     5478   34.8555   -0.5262    l035
   5134     5466   34.8615    0.1258    l035
   5135     5480   34.8635    0.4178    l035
   5136        0   34.8675    0.3098    l035
