#V1 CNUM  V2 CNUM    GLON      GLAT   V1 Field
#---------------------------------------------
     58     1069    0.1403   -0.2869    super_gc
     59     1065    0.1459    0.2791    super_gc
     60     1072    0.1522   -0.1829    super_gc
     61     1067    0.1561   -0.0909    super_gc
     62     1073    0.1621   -0.0389    super_gc
     63     1074    0.1640    0.0791    super_gc
     64     1077    0.1664   -0.4469    super_gc
     65     1078    0.1700    0.1491    super_gc
     66     1079    0.1702   -0.1369    super_gc
     67     1080    0.1702   -0.1949    super_gc
     68     1083    0.1743   -0.2929    super_gc
     69     1082    0.1761    0.0171    super_gc
     70     1084    0.1781   -0.0329    super_gc
     71     1085    0.1784   -0.5329    super_gc
     72     1086    0.1841   -0.0029    super_gc
     73     1088    0.1880    0.0812    super_gc
     74     1089    0.1899    0.2292    super_gc
     75     1092    0.1924   -0.4668    super_gc
     76     1093    0.1982   -0.1728    super_gc
     77     1095    0.2003   -0.3268    super_gc
     78     1096    0.2060    0.0512    super_gc
     79     1097    0.2081   -0.0028    super_gc
     80     1100    0.2122   -0.1268    super_gc
     81     1099    0.2124   -0.5168    super_gc
     82     1101    0.2142   -0.2528    super_gc
     83     1102    0.2161   -0.0188    super_gc
     84     1098    0.2161   -0.0448    super_gc
     85     1104    0.2222   -0.2188    super_gc
     86     1099    0.2224   -0.5448    super_gc
     87     1107    0.2284   -0.4748    super_gc
     88     1108    0.2300    0.0712    super_gc
     89     1109    0.2341   -0.0888    super_gc
     90     1110    0.2402   -0.1948    super_gc
     91     1112    0.2461   -0.0428    super_gc
     92     1107    0.2464   -0.4568    super_gc
     93     1116    0.2499    0.2772    super_gc
     94     1113    0.2503   -0.3448    super_gc
     95        0    0.2520    0.0892    super_gc
     96     1117    0.2541    0.0132    super_gc
     97     1120    0.2563   -0.3908    super_gc
     98     1119    0.2583   -0.3588    super_gc
     99     1117    0.2621    0.0272    super_gc
    100     1120    0.2623   -0.4068    super_gc
    101     1118    0.2683   -0.2828    super_gc
    102     1122    0.2741   -0.0848    super_gc
    103     1122    0.2781   -0.0628    super_gc
    104     1124    0.2803   -0.3328    super_gc
    105     1127    0.2820    0.1952    super_gc
    106     1125    0.2824   -0.4808    super_gc
    107     1128    0.2864   -0.5288    super_gc
    108     1128    0.2884   -0.5508    super_gc
    109     1129    0.2921   -0.0248    super_gc
    110     1131    0.2941   -0.1108    super_gc
    111     1130    0.2942   -0.2708    super_gc
    112     1132    0.2960    0.0432    super_gc
    113     1134    0.3080    0.1892    super_gc
    114     1137    0.3102   -0.1588    super_gc
    115     1138    0.3181   -0.1008    super_gc
    116     1139    0.3202   -0.2008    super_gc
    117     1148    0.3220    0.1312    super_gc
    118     1142    0.3238    0.3812    super_gc
    119     1146    0.3241   -0.0008    super_gc
    120     1140    0.3242   -0.1308    super_gc
    121     1143    0.3298    0.3932    super_gc
    122     1142    0.3298    0.3832    super_gc
    123     1146    0.3321   -0.0108    super_gc
    124     1145    0.3321   -0.0748    super_gc
    125     1144    0.3322   -0.2428    super_gc
    126     1149    0.3380    0.0972    super_gc
    127     1150    0.3400    0.0532    super_gc
    128     1151    0.3542   -0.2467    super_gc
    129     1152    0.3602   -0.2647    super_gc
    130     1154    0.3681   -0.0827    super_gc
    131     1152    0.3682   -0.2847    super_gc
    132     1156    0.3701   -0.0107    super_gc
    133     1157    0.3761   -0.1147    super_gc
    134     1155    0.3762   -0.1627    super_gc
    135     1160    0.3780    0.0413    super_gc
    136     1158    0.3799    0.2473    super_gc
    137        0    0.3801   -0.0567    super_gc
    138     1162    0.3803   -0.4107    super_gc
    139     1164    0.3862   -0.2867    super_gc
    140     1165    0.3921    0.0153    super_gc
    141     1166    0.3941   -0.0827    super_gc
    142     1167    0.3961   -0.0287    super_gc
    143     1170    0.4022   -0.1467    super_gc
    144     1169    0.4040    0.1593    super_gc
    145     1169    0.4080    0.1693    super_gc
    146     1172    0.4102   -0.2147    super_gc
    147     1171    0.4102   -0.2727    super_gc
    148     1173    0.4124   -0.5027    super_gc
    149     1175    0.4140    0.0513    super_gc
    150     1177    0.4184   -0.5387    super_gc
    151     1178    0.4202   -0.2567    super_gc
    152     1166    0.4221   -0.0847    super_gc
    153     1179    0.4222   -0.1727    super_gc
    154     1181    0.4241   -0.1027    super_gc
    155     1180    0.4261   -0.0507    super_gc
    156        0    0.4400    0.1153    super_gc
    157     1172    0.4402   -0.2127    super_gc
    158     1184    0.4463   -0.3667    super_gc
    159     1194    0.4521   -0.0747    super_gc
    160     1187    0.4544   -0.5167    super_gc
    161     1185    0.4560    0.1453    super_gc
    162     1186    0.4599    0.2473    super_gc
    163     1188    0.4600    0.1233    super_gc
    164     1193    0.4601   -0.0387    super_gc
    165     1190    0.4660    0.0933    super_gc
    166     1194    0.4681   -0.0707    super_gc
    167     1191    0.4701   -0.1067    super_gc
    168     1193    0.4721    0.0193    super_gc
    169     1192    0.4723   -0.3367    super_gc
    170     1193    0.4821   -0.0047    super_gc
    171     1202    0.4921   -0.1107    super_gc
    172     1194    0.4941   -0.0627    super_gc
    173     1196    0.4981    0.0173    super_gc
    174     1199    0.4982   -0.2087    super_gc
    175     1198    0.5000    0.1873    super_gc
    176     1202    0.5001   -0.1047    super_gc
    177     1201    0.5020    0.1713    super_gc
    178        0    0.5063   -0.3727    super_gc
    179     1204    0.5079    0.3253    super_gc
    180     1210    0.5080    0.0833    super_gc
    181     1207    0.5121   -0.0767    super_gc
    182     1210    0.5200    0.0454    super_gc
    183     1219    0.5220    0.1294    super_gc
    184     1214    0.5242   -0.2426    super_gc
    185     1216    0.5283   -0.4466    super_gc
    186     1217    0.5300    0.1814    super_gc
    187     1219    0.5320    0.1254    super_gc
    188     1220    0.5342   -0.1806    super_gc
    189     1236    0.5360    0.0534    super_gc
    190     1225    0.5461   -0.0026    super_gc
    191     1229    0.5540    0.0754    super_gc
    192     1230    0.5543   -0.3866    super_gc
    193     1231    0.5581   -0.0666    super_gc
    194     1230    0.5623   -0.3706    super_gc
    195     1240    0.5720    0.1534    super_gc
    196     1236    0.5720    0.0234    super_gc
    197     1241    0.5780    0.0774    super_gc
    198     1239    0.5782   -0.1966    super_gc
    199     1243    0.5861   -0.1246    super_gc
    200     1244    0.5862   -0.2646    super_gc
    201     1248    0.5880    0.1414    super_gc
    202        0    0.5900    0.1894    super_gc
    203     1245    0.5901    0.0074    super_gc
    204        0    0.5920    0.1814    super_gc
    205     1248    0.5960    0.1474    super_gc
    206     1249    0.5981   -0.1126    super_gc
    207     1252    0.6061   -0.0326    super_gc
    208     1253    0.6063   -0.5126    super_gc
    209     1256    0.6081    0.0014    super_gc
    210     1254    0.6100    0.0994    super_gc
    211     1276    0.6101   -0.0566    super_gc
    212     1259    0.6102   -0.2006    super_gc
    213     1254    0.6120    0.0934    super_gc
    214     1260    0.6162   -0.2746    super_gc
    215     1261    0.6182   -0.1806    super_gc
    216     1266    0.6264   -0.5426    super_gc
    217     1254    0.6300    0.1054    super_gc
    218     1267    0.6301   -0.0946    super_gc
    219     1270    0.6322   -0.2306    super_gc
    220     1273    0.6403   -0.4706    super_gc
    221     1274    0.6440    0.1374    super_gc
    222     1275    0.6480    0.0274    super_gc
    223     1283    0.6561   -0.0446    super_gc
    224     1282    0.6620    0.1054    super_gc
    225     1284    0.6701   -0.1406    super_gc
    226     1286    0.6741   -0.0966    super_gc
    227     1290    0.6801   -0.0286    super_gc
    228     1291    0.6841   -0.1686    super_gc
    229     1286    0.6861   -0.1106    super_gc
    230     1291    0.7022   -0.2205    super_gc
    231        0    0.7060    0.0695    super_gc
    232     1304    0.7063   -0.4465    super_gc
    233     1304    0.7143   -0.4425    super_gc
    234     1303    0.7240    0.0395    super_gc
    235     1304    0.7263   -0.4305    super_gc
    236     1307    0.7302   -0.2705    super_gc
    237     1311    0.7381   -0.0505    super_gc
    238     1311    0.7381   -0.0925    super_gc
    239     1310    0.7381   -0.1565    super_gc
    240     1313    0.7422   -0.3145    super_gc
    241     1312    0.7480    0.0175    super_gc
    242     1318    0.7542   -0.2805    super_gc
    243     1309    0.7560    0.1315    super_gc
    244     1316    0.7601   -0.0685    super_gc
    245     1312    0.7620    0.0135    super_gc
    246     1318    0.7642   -0.2845    super_gc
    247     1320    0.7643   -0.4125    super_gc
    248     1330    0.7680    0.0695    super_gc
    249     1322    0.7721   -0.1085    super_gc
    250     1321    0.7722   -0.2505    super_gc
    251     1323    0.7761   -0.1865    super_gc
    252     1334    0.7801   -0.1385    super_gc
    253     1330    0.7820    0.0875    super_gc
    254     1326    0.7821   -0.0205    super_gc
    255     1328    0.7823   -0.4765    super_gc
    256     1330    0.7880    0.0615    super_gc
    257     1331    0.7882   -0.2085    super_gc
    258     1334    0.7981   -0.1565    super_gc
    259     1341    0.8021   -0.0325    super_gc
    260     1336    0.8021   -0.0985    super_gc
    261     1343    0.8120    0.0235    super_gc
    262     1345    0.8200    0.1535    super_gc
    263     1353    0.8262   -0.2125    super_gc
    264     1347    0.8298    0.4595    super_gc
    265     1356    0.8302   -0.2805    super_gc
    266     1350    0.8341   -0.1525    super_gc
    267     1349    0.8342   -0.3485    super_gc
    268     1353    0.8361   -0.2005    super_gc
    269     1354    0.8399    0.1835    super_gc
    270     1355    0.8440    0.0175    super_gc
    271     1356    0.8442   -0.2305    super_gc
    272     1349    0.8482   -0.3405    super_gc
    273     1359    0.8499    0.2455    super_gc
    274     1365    0.8540    0.1055    super_gc
    275     1361    0.8540   -0.0025    super_gc
    276     1362    0.8558    0.4695    super_gc
    277     1367    0.8621   -0.0545    super_gc
    278     1370    0.8643   -0.4565    super_gc
    279     1368    0.8662   -0.3565    super_gc
    280     1369    0.8681   -0.0405    super_gc
    281     1371    0.8723   -0.4065    super_gc
    282     1383    0.8740    0.0295    super_gc
    283     1375    0.8801   -0.1925    super_gc
    284     1375    0.8801   -0.2085    super_gc
    285     1369    0.8861   -0.0364    super_gc
    286        0    0.8880    0.0516    super_gc
    287        0    0.8921   -0.1164    super_gc
    288     1380    0.8941   -0.1284    super_gc
    289     1381    0.8960    0.1436    super_gc
    290     1382    0.8961   -0.2104    super_gc
    291     1389    0.8962   -0.3084    super_gc
    292     1383    0.8980   -0.0124    super_gc
    293     1384    0.8999    0.1936    super_gc
    294     1385    0.9021   -0.0604    super_gc
    295     1394    0.9042   -0.2444    super_gc
    296     1386    0.9061   -0.0224    super_gc
    297     1392    0.9063   -0.4344    super_gc
    298     1388    0.9081   -0.1104    super_gc
    299     1389    0.9082   -0.3084    super_gc
    300     1390    0.9100    0.0256    super_gc
    301     1394    0.9122   -0.2284    super_gc
    302     1391    0.9160    0.1116    super_gc
    303     1393    0.9201   -0.1544    super_gc
    304     1392    0.9203   -0.4284    super_gc
    305     1394    0.9242   -0.2484    super_gc
    306     1395    0.9279    0.1856    super_gc
    307     1417    0.9280    0.0556    super_gc
    308     1396    0.9282   -0.3084    super_gc
    309     1397    0.9303   -0.4704    super_gc
    310     1402    0.9339    0.3136    super_gc
    311     1401    0.9342   -0.3344    super_gc
    312     1411    0.9359    0.2136    super_gc
    313     1403    0.9360    0.0036    super_gc
    314     1415    0.9400    0.0296    super_gc
    315     1405    0.9440    0.1296    super_gc
    316     1407    0.9442   -0.3204    super_gc
    317     1408    0.9501   -0.0804    super_gc
    318     1411    0.9579    0.2416    super_gc
    319     1411    0.9579    0.2136    super_gc
    320     1414    0.9602   -0.3644    super_gc
    321     1417    0.9660    0.0596    super_gc
    322     1418    0.9661   -0.1304    super_gc
    323     1419    0.9700   -0.0184    super_gc
    324     1421    0.9721   -0.1984    super_gc
    325     1420    0.9722   -0.3364    super_gc
    326     1424    0.9761   -0.1644    super_gc
    327     1423    0.9780    0.1096    super_gc
    328     1421    0.9781   -0.1824    super_gc
    329     1414    0.9782   -0.3784    super_gc
    330     1414    0.9802   -0.3784    super_gc
    331     1426    0.9838    0.3816    super_gc
    332     1429    0.9839    0.2936    super_gc
    333     1431    0.9841   -0.0364    super_gc
    334     1427    0.9842   -0.2864    super_gc
    335     1428    0.9860    0.0476    super_gc
    336     1430    0.9880    0.1636    super_gc
    337     1428    0.9880    0.0496    super_gc
    338     1431    0.9880   -0.0204    super_gc
    339     1430    0.9940    0.1736    super_gc
    340     1440    0.9940    0.0196    super_gc
    341     1432    1.0001   -0.0664    super_gc
    342     1433    1.0021   -0.1764    super_gc
    343     1439    1.0079    0.2216    super_gc
    344     1436    1.0080    0.0676    super_gc
    345     1438    1.0100    0.1236    super_gc
    346     1441    1.0102   -0.2404    super_gc
    347     1438    1.0160    0.1256    super_gc
    348     1442    1.0181   -0.2064    super_gc
    349     1445    1.0201   -0.1224    super_gc
    350     1448    1.0240    0.0676    super_gc
    351     1453    1.0280    0.0276    super_gc
    352     1452    1.0319    0.3156    super_gc
    353     1454    1.0322   -0.2724    super_gc
    354     1455    1.0420   -0.0204    super_gc
    355     1457    1.0481   -0.1284    super_gc
    356     1445    1.0501   -0.1504    super_gc
    357     1459    1.0521   -0.0684    super_gc
    358     1462    1.0559    0.3516    super_gc
    359     1461    1.0581   -0.2384    super_gc
    360     1462    1.0599    0.3596    super_gc
    361     1465    1.0620    0.0896    super_gc
    362     1466    1.0641   -0.1704    super_gc
    363     1467    1.0681   -0.1344    super_gc
    364     1469    1.0762   -0.2724    super_gc
    365     1488    1.0821   -0.0964    super_gc
    366     1470    1.0861   -0.1824    super_gc
    367     1475    1.0920   -0.0303    super_gc
    368     1477    1.0999    0.3377    super_gc
    369     1476    1.1002   -0.3583    super_gc
    370     1478    1.1020    0.0217    super_gc
    371     1479    1.1021   -0.1443    super_gc
    372     1470    1.1041   -0.1963    super_gc
    373     1482    1.1140    0.0497    super_gc
    374     1479    1.1181   -0.1563    super_gc
    375     1484    1.1199    0.2337    super_gc
    376     1485    1.1221   -0.0623    super_gc
    377     1488    1.1281   -0.1083    super_gc
    378     1487    1.1281   -0.1863    super_gc
    379     1490    1.1302   -0.3643    super_gc
    380     1486    1.1319    0.3677    super_gc
    381     1486    1.1339    0.3757    super_gc
    382     1491    1.1342   -0.2723    super_gc
    383     1490    1.1342   -0.3583    super_gc
    384     1492    1.1360    0.0037    super_gc
    385     1497    1.1381   -0.1943    super_gc
    386     1496    1.1399    0.1977    super_gc
    387     1499    1.1401   -0.2503    super_gc
    388     1498    1.1420    0.0857    super_gc
    389     1489    1.1480    0.1137    super_gc
    390     1501    1.1501   -0.1263    super_gc
    391     1505    1.1541   -0.1743    super_gc
    392     1507    1.1558    0.3957    super_gc
    393     1511    1.1599    0.2057    super_gc
    394     1503    1.1621   -0.1543    super_gc
    395     1509    1.1642   -0.2823    super_gc
    396     1512    1.1642   -0.3223    super_gc
    397     1510    1.1660    0.0637    super_gc
    398     1501    1.1661   -0.1143    super_gc
    399     1513    1.1680    0.0257    super_gc
    400     1502    1.1681   -0.1703    super_gc
    401     1516    1.1699    0.2297    super_gc
    402     1525    1.1761   -0.2583    super_gc
    403     1521    1.1862   -0.4043    super_gc
    404     1524    1.1880    0.1577    super_gc
    405     1522    1.1881   -0.2063    super_gc
    406     1523    1.1900    0.0277    super_gc
    407     1524    1.1920    0.1377    super_gc
    408     1526    1.1941   -0.0743    super_gc
    409     1525    1.1961   -0.2523    super_gc
    410     1528    1.1980    0.0917    super_gc
    411     1526    1.1981   -0.0863    super_gc
    412     1530    1.2019    0.2817    super_gc
    413     1529    1.2020    0.0777    super_gc
    414     1526    1.2060   -0.0483    super_gc
    415     1531    1.2079    0.1717    super_gc
    416     1540    1.2119    0.3637    super_gc
    417     1532    1.2120    0.0977    super_gc
    418     1532    1.2160    0.0997    super_gc
    419     1534    1.2161   -0.1363    super_gc
    420     1537    1.2182   -0.4443    super_gc
    421     1536    1.2202   -0.3603    super_gc
    422     1538    1.2220    0.0097    super_gc
    423     1533    1.2221   -0.0963    super_gc
    424     1540    1.2259    0.3677    super_gc
    425     1541    1.2260    0.1237    super_gc
    426     1546    1.2299    0.3597    super_gc
    427     1542    1.2340    0.0557    super_gc
    428     1543    1.2362   -0.3703    super_gc
    429     1544    1.2381   -0.0803    super_gc
    430     1547    1.2381   -0.2023    super_gc
    431     1548    1.2420   -0.0563    super_gc
    432     1541    1.2440    0.1317    super_gc
    433     1554    1.2459    0.2737    super_gc
    434     1554    1.2479    0.2697    super_gc
    435     1551    1.2482   -0.3983    super_gc
    436     1553    1.2541   -0.2623    super_gc
    437     1558    1.2559    0.3677    super_gc
    438     1554    1.2559    0.2677    super_gc
    439     1555    1.2561   -0.2443    super_gc
    440     1556    1.2599    0.1997    super_gc
    441     1560    1.2621   -0.1803    super_gc
    442     1554    1.2639    0.2497    super_gc
    443     1562    1.2640   -0.0243    super_gc
    444     1559    1.2642   -0.3763    super_gc
    445     1561    1.2681   -0.1483    super_gc
    446     1563    1.2740    0.0557    super_gc
    447     1563    1.2740    0.0537    super_gc
    448     1564    1.2741   -0.1923    super_gc
    449     1567    1.2742   -0.4763    super_gc
    450     1583    1.2761   -0.2083    super_gc
    451     1562    1.2780   -0.0303    super_gc
    452     1569    1.2801   -0.0723    super_gc
    453     1574    1.2841   -0.1243    super_gc
    454     1573    1.2841   -0.2883    super_gc
    455     1571    1.2862   -0.3403    super_gc
    456     1575    1.2899    0.2937    super_gc
    457     1576    1.2920    0.1417    super_gc
    458     1579    1.2920    0.0357    super_gc
    459     1580    1.2979    0.2717    super_gc
    460     1583    1.2981   -0.2123    super_gc
    461     1563    1.3000    0.0617    super_gc
    462     1573    1.3002   -0.3103    super_gc
    463     1584    1.3021   -0.2723    super_gc
    464     1587    1.3060    0.1317    super_gc
    465     1588    1.3060    0.0137    super_gc
    466     1584    1.3061   -0.2603    super_gc
    467     1589    1.3122   -0.4182    super_gc
    468     1590    1.3140   -0.0322    super_gc
    469     1584    1.3141   -0.2742    super_gc
    470     1580    1.3179    0.2678    super_gc
    471     1594    1.3201   -0.1422    super_gc
    472     1597    1.3201   -0.2182    super_gc
    473     1579    1.3220    0.0438    super_gc
    474     1596    1.3260   -0.0702    super_gc
    475     1599    1.3299    0.3358    super_gc
    476     1607    1.3319    0.1858    super_gc
    477     1600    1.3321   -0.2502    super_gc
    478     1602    1.3342   -0.4122    super_gc
    479     1601    1.3360    0.1518    super_gc
    480     1579    1.3360    0.0498    super_gc
    481     1604    1.3380    0.0958    super_gc
    482     1608    1.3381   -0.2862    super_gc
    483     1601    1.3400    0.1378    super_gc
    484     1609    1.3401   -0.1302    super_gc
    485     1608    1.3401   -0.2842    super_gc
    486     1607    1.3419    0.2018    super_gc
    487     1596    1.3481   -0.0822    super_gc
    488     1611    1.3482   -0.3622    super_gc
    489     1612    1.3539    0.2598    super_gc
    490     1642    1.3540   -0.0182    super_gc
    491     1631    1.3602   -0.4502    super_gc
    492     1620    1.3622   -0.5282    super_gc
    493     1618    1.3639    0.2138    super_gc
    494     1619    1.3642   -0.3382    super_gc
    495     1620    1.3642   -0.5302    super_gc
    496     1619    1.3682   -0.3442    super_gc
    497     1642    1.3760    0.0178    super_gc
    498     1628    1.3761   -0.0902    super_gc
    499     1629    1.3762   -0.3242    super_gc
    500     1642    1.3780    0.0018    super_gc
    501     1631    1.3802   -0.4722    super_gc
    502     1631    1.3822   -0.4682    super_gc
    503     1632    1.3840    0.1158    super_gc
    504     1638    1.3841   -0.2122    super_gc
    505     1633    1.3841   -0.3002    super_gc
    506     1637    1.3859    0.1998    super_gc
    507     1659    1.3879    0.3838    super_gc
    508     1639    1.3902   -0.4662    super_gc
    509     1634    1.3940    0.0478    super_gc
    510     1640    1.3941   -0.2502    super_gc
    511     1641    1.3961   -0.2302    super_gc
    512     1642    1.3980   -0.0062    super_gc
    513     1661    1.4059    0.3278    super_gc
    514     1654    1.4082   -0.3842    super_gc
    515     1650    1.4100    0.0878    super_gc
    516     1647    1.4101   -0.1102    super_gc
    517     1654    1.4122   -0.3882    super_gc
    518     1652    1.4140    0.1178    super_gc
    519     1659    1.4259    0.3578    super_gc
    520     1657    1.4261   -0.1862    super_gc
    521     1660    1.4261   -0.2002    super_gc
    522     1658    1.4261   -0.2342    super_gc
    523     1661    1.4279    0.3058    super_gc
    524     1661    1.4299    0.2938    super_gc
    525     1662    1.4320    0.1298    super_gc
    526     1665    1.4340   -0.0042    super_gc
    527     1667    1.4420    0.0938    super_gc
    528     1670    1.4440    0.0718    super_gc
    529     1661    1.4499    0.2958    super_gc
    530        0    1.4579    0.2718    super_gc
    531        0    1.4579    0.2018    super_gc
    532        0    1.4580   -0.0702    super_gc
    533        0    1.4680    0.0958    super_gc
    534        0    1.4721   -0.1862    super_gc
    535        0    1.4740   -0.0642    super_gc
    536     1672    1.4760    0.0398    super_gc
    537     1673    1.4819    0.1978    super_gc
    538        0    1.4880    0.0578    super_gc
    539        0    1.4880   -0.0802    super_gc
    540        0    1.4881   -0.2922    super_gc
    541        0    1.4900    0.0058    super_gc
    542     1674    1.4959    0.2538    super_gc
    543     1675    1.4961   -0.1642    super_gc
    544        0    1.5001   -0.2022    super_gc
    545        0    1.5120    0.0358    super_gc
    546     1676    1.5159    0.1458    super_gc
    547     1678    1.5160    0.1198    super_gc
    548     1679    1.5181   -0.1942    super_gc
    549     1681    1.5201   -0.1122    super_gc
    550     1680    1.5261   -0.2482    super_gc
    551        0    1.5339    0.2238    super_gc
    552        0    1.5380    0.0578    super_gc
    553        0    1.5399    0.2138    super_gc
    554     1684    1.5420   -0.0462    super_gc
    555        0    1.5438    0.4078    super_gc
    556        0    1.5441   -0.2862    super_gc
    557        0    1.5459    0.1798    super_gc
    558        0    1.5460    0.0838    super_gc
    559     1685    1.5461   -0.1502    super_gc
    560        0    1.5599    0.2039    super_gc
    561     1688    1.5661   -0.3161    super_gc
    562        0    1.5720   -0.0741    super_gc
    563     1686    1.5720   -0.1081    super_gc
    564     1688    1.5741   -0.3081    super_gc
    565     1687    1.5761   -0.1781    super_gc
    566        0    1.5821   -0.2601    super_gc
    567     1688    1.5821   -0.3121    super_gc
    568        0    1.5859    0.1659    super_gc
    569        0    1.5919    0.1659    super_gc
    570     1690    1.5921   -0.2621    super_gc
    571     1691    1.5940   -0.0301    super_gc
    572     1691    1.6000    0.0219    super_gc
    573        0    1.6001   -0.2101    super_gc
    574     1692    1.6060   -0.1181    super_gc
    575        0    1.6080    0.0939    super_gc
    576     1693    1.6080   -0.0901    super_gc
    577        0    1.6080   -0.1221    super_gc
    578     1694    1.6101   -0.1721    super_gc
    579     1695    1.6260    0.0819    super_gc
    580     1698    1.6381   -0.1921    super_gc
    581        0    1.6401   -0.2961    super_gc
    582        0    1.6419    0.2319    super_gc
    583        0    1.6480    0.0519    super_gc
    584     1698    1.6501   -0.1981    super_gc
    585     1702    1.6520   -0.0661    super_gc
    586     1703    1.6521   -0.2601    super_gc
    587     1704    1.6560    0.0799    super_gc
    588        0    1.6561   -0.2301    super_gc
    589     1706    1.6581   -0.1801    super_gc
    590     1705    1.6581   -0.3561    super_gc
    591     1706    1.6601   -0.1781    super_gc
    592        0    1.6660    0.0539    super_gc
    593        0    1.6699    0.3639    super_gc
    594        0    1.6719    0.1639    super_gc
    595        0    1.6759    0.1619    super_gc
    596     1707    1.6760   -0.1301    super_gc
    597     1708    1.6800   -0.0941    super_gc
    598     1713    1.6841   -0.3481    super_gc
    599     1710    1.6861   -0.1721    super_gc
    600     1712    1.6921   -0.2121    super_gc
    601     1714    1.6960   -0.0341    super_gc
    602     1708    1.6960   -0.0921    super_gc
    603     1711    1.6961   -0.3861    super_gc
    604     1713    1.6981   -0.3661    super_gc
    605     1720    1.7001   -0.4241    super_gc
    606        0    1.7020    0.0619    super_gc
    607     1714    1.7100   -0.0241    super_gc
    608     1717    1.7140   -0.0581    super_gc
    609        0    1.7160    0.0619    super_gc
    610        0    1.7161   -0.2781    super_gc
    611        0    1.7301   -0.1921    super_gc
    612     1720    1.7341   -0.4121    super_gc
    613        0    1.7380    0.0199    super_gc
    614     1719    1.7380   -0.0801    super_gc
    615        0    1.7480    0.0219    super_gc
    616        0    1.7561   -0.1981    super_gc
    617     1722    1.7600   -0.0861    super_gc
    618     1723    1.7680   -0.0001    super_gc
    619        0    1.7699    0.2399    super_gc
    620        0    1.7700    0.0499    super_gc
    621        0    1.7840    0.0499    super_gc
    622     1728    1.7899    0.1219    super_gc
    623     1724    1.7980   -0.1241    super_gc
    624        0    1.7980   -0.1521    super_gc
    625     1728    1.8019    0.1419    super_gc
    626        0    1.8319    0.3560    super_gc
    627        0    1.8320    0.0660    super_gc
    628     1732    1.8341   -0.2340    super_gc
    629        0    1.8419    0.3560    super_gc
    630     1732    1.8481   -0.2640    super_gc
    631        0    1.8500    0.0780    super_gc
    632        0    1.8500    0.0720    super_gc
    633     1732    1.8601   -0.2300    super_gc
    634        0    1.8640   -0.1520    super_gc
    635        0    1.8720    0.0600    super_gc
    636        0    1.8780   -0.1540    super_gc
    637     1736    1.8840   -0.0600    super_gc
    638     1737    1.8940   -0.1180    super_gc
    639        0    1.8940   -0.1860    super_gc
    640        0    1.9001   -0.2640    super_gc
    641        0    1.9060   -0.1700    super_gc
    642     1738    1.9080    0.0820    super_gc
    643     1736    1.9100   -0.0580    super_gc
    644        0    1.9160    0.0960    super_gc
    645     1739    1.9320   -0.1260    super_gc
    646     1741    1.9340   -0.1720    super_gc
    647     1740    1.9381   -0.3380    super_gc
