#V1 CNUM  V2 CNUM    GLON      GLAT   V1 Field
#---------------------------------------------
   2238     3156   15.7905   -0.4133    l018
   2239        0   15.8865   -0.4532    l018
   2240        0   15.9005   -0.4452    l018
   2241        0   15.9145   -0.4072    l018
   2242        0   15.9457    0.5169    l018
   2243        0   15.9539    0.2769    l018
   2244        0   15.9666   -0.5371    l018
   2245        0   16.1105   -0.4370    l018
   2246        0   16.1144   -0.3010    l018
   2247        0   16.1278    0.4270    l018
   2248     3157   16.1441    0.0090    l018
   2249        0   16.1518    0.4310    l018
   2250        0   16.1901   -0.0149    l018
   2251        0   16.1962   -0.0949    l018
   2252        0   16.2138    0.4391    l018
   2253        0   16.2218    0.4471    l018
   2254        0   16.2264   -0.3769    l018
   2255        0   16.2298    0.4271    l018
   2256        0   16.2318    0.4011    l018
   2257        0   16.2384   -0.3869    l018
   2258        0   16.2618    0.3771    l018
   2259        0   16.2738    0.4071    l018
   2260     3158   16.3005   -0.5248    l018
   2261     3160   16.3022   -0.1468    l018
   2262        0   16.3024   -0.3668    l018
   2263        0   16.3102   -0.0708    l018
   2264     3159   16.3165   -0.5328    l018
   2265        0   16.3226   -0.5528    l018
   2266        0   16.3264   -0.3388    l018
   2267     3160   16.3282   -0.1508    l018
   2268        0   16.3302   -0.0768    l018
   2269     3161   16.3325   -0.4568    l018
   2270     3162   16.3505   -0.4628    l018
   2271        0   16.3524   -0.3428    l018
   2272     3163   16.3602   -0.0728    l018
   2273        0   16.3604   -0.3588    l018
   2274        0   16.3624   -0.3548    l018
   2275     3164   16.3643   -0.2088    l018
   2276        0   16.3762   -0.0448    l018
   2277        0   16.3765   -0.4448    l018
   2278     3165   16.3802   -0.1228    l018
   2279        0   16.4002   -0.1248    l018
   2280     3167   16.4023   -0.1828    l018
   2281     3169   16.4403   -0.1927    l018
   2282     3168   16.4424   -0.3827    l018
   2283        0   16.4698    0.3793    l018
   2284     3170   16.5104   -0.4387    l018
   2285        0   16.5163   -0.2187    l018
   2286        0   16.5364   -0.4047    l018
   2287        0   16.5444   -0.4127    l018
   2288        0   16.5484   -0.4247    l018
   2289        0   16.5641    0.0014    l018
   2290        0   16.5681    0.0014    l018
   2291        0   16.5802   -0.0806    l018
   2292     3171   16.5862   -0.0506    l018
   2293        0   16.5924   -0.4586    l018
   2294     3172   16.6123   -0.2346    l018
   2295        0   16.6324   -0.4186    l018
   2296     3173   16.6362   -0.1186    l018
   2297     3173   16.6422   -0.1186    l018
   2298     3174   16.6481   -0.0446    l018
   2299        0   16.6503   -0.3006    l018
   2300        0   16.6663   -0.2286    l018
   2301        0   16.6701   -0.0426    l018
   2302        0   16.6701   -0.0446    l018
   2303        0   16.6804   -0.3406    l018
   2304        0   16.7381   -0.0105    l018
   2305     3175   16.7382   -0.0905    l018
   2306        0   16.7501   -0.0025    l018
   2307     3176   16.7980    0.1235    l018
   2308        0   16.8003   -0.2425    l018
   2309        0   16.8103   -0.2825    l018
   2310        0   16.8183   -0.2825    l018
   2311     3177   16.8223   -0.3445    l018
   2312     3178   16.8320    0.0795    l018
   2313     3180   16.8820    0.1416    l018
   2314        0   16.8938    0.4856    l018
   2315        0   16.8979    0.3676    l018
   2316     3181   16.9099    0.3496    l018
   2317     3183   16.9139    0.3296    l018
   2318     3184   16.9142   -0.0804    l018
   2319     3186   16.9239    0.2996    l018
   2320     3186   16.9259    0.2976    l018
   2321     3186   16.9279    0.2836    l018
   2322     3186   16.9279    0.2616    l018
   2323     3188   16.9300    0.2196    l018
   2324        0   16.9438    0.3776    l018
   2325     3189   16.9461   -0.0744    l018
   2326     3191   16.9802   -0.2204    l018
   2327        0   16.9999    0.2837    l018
   2328        0   17.0179    0.2817    l018
   2329     3193   17.0298    0.4277    l018
   2330     3194   17.0301   -0.0703    l018
   2331        0   17.0558    0.4137    l018
   2332        0   17.0578    0.4117    l018
   2333        0   17.0582   -0.2123    l018
   2334        0   17.0898    0.3997    l018
   2335        0   17.1122   -0.1143    l018
   2336     3200   17.2202   -0.1862    l018
   2337     3201   17.2258    0.3958    l018
   2338        0   17.2261   -0.1002    l018
   2339        0   17.2902   -0.2022    l018
   2340        0   17.2959    0.3498    l018
   2341        0   17.3003   -0.3942    l018
   2342        0   17.3601   -0.0381    l018
   2343        0   17.3661   -0.0341    l018
   2344        0   17.4481   -0.0581    l018
   2345     3205   17.4562   -0.1961    l018
   2346        0   17.5160    0.0460    l018
   2347        0   17.5580    0.1700    l018
   2348     3210   17.5960    0.0900    l018
   2349        0   17.6160    0.0580    l018
   2350        0   17.6300    0.0520    l018
   2351     3212   17.6380    0.1540    l018
   2352     3213   17.6560    0.1720    l018
   2353        0   17.6941   -0.0919    l018
   2354        0   17.8560    0.1202    l018
   2355     3215   17.8640    0.0722    l018
   2356     3216   17.9143   -0.4918    l018
   2357        0   17.9263   -0.4818    l018
   2358     3217   17.9600    0.0802    l018
   2359     3219   17.9962   -0.3478    l018
   2360        0   18.0043   -0.4658    l018
   2361        0   18.0522   -0.2758    l018
   2362        0   18.0582   -0.2697    l018
   2363     3220   18.0662   -0.3077    l018
   2364     3221   18.0820    0.0723    l018
   2365     3222   18.0922   -0.3017    l018
   2366     3223   18.1002   -0.3537    l018
   2367        0   18.1039    0.3903    l018
   2368     3224   18.1060    0.0523    l018
   2369        0   18.1079    0.3703    l018
   2370        0   18.1119    0.4043    l018
   2371     3225   18.1142   -0.3217    l018
   2372        0   18.1379    0.3303    l018
   2373     3226   18.1402   -0.3957    l018
   2374        0   18.1500    0.1003    l018
   2375     3227   18.1502   -0.2857    l018
   2376        0   18.1520    0.1063    l018
   2377     3228   18.1742   -0.2977    l018
   2378     3229   18.1981   -0.1717    l018
   2379        0   18.2141   -0.2517    l018
   2380        0   18.2162   -0.2757    l018
   2381     3230   18.2182   -0.3417    l018
   2382        0   18.2201   -0.2177    l018
   2383     3232   18.2302   -0.3717    l018
   2384        0   18.2441   -0.1177    l018
   2385     3233   18.2482   -0.4757    l018
   2386     3234   18.2601   -0.2457    l018
   2387     3236   18.2781   -0.2617    l018
   2388     3238   18.3022   -0.3896    l018
   2389        0   18.3401   -0.2456    l018
   2390     3240   18.3521   -0.2776    l018
   2391     3241   18.3722   -0.3796    l018
   2392     3243   18.4101   -0.2916    l018
   2393        0   18.4261   -0.1916    l018
   2394     3244   18.4481   -0.1916    l018
   2395     3244   18.4541   -0.1976    l018
   2396     3246   18.4620   -0.0016    l018
   2397     3247   18.4861   -0.1636    l018
   2398     3248   18.4880   -0.0176    l018
   2399     3249   18.4941   -0.1976    l018
   2400        0   18.5000    0.0984    l018
   2401     3251   18.5161   -0.1656    l018
   2402     3251   18.5181   -0.1656    l018
   2403     3253   18.5199    0.3164    l018
   2404     3254   18.5220    0.0884    l018
   2405     3253   18.5279    0.3084    l018
   2406     3255   18.5280    0.0184    l018
   2407        0   18.5321   -0.3375    l018
   2408        0   18.5340    0.1145    l018
   2409     3259   18.5481   -0.1595    l018
   2410     3253   18.5499    0.3045    l018
   2411     3258   18.5520    0.0385    l018
   2412     3259   18.5601   -0.1575    l018
   2413        0   18.5620    0.0565    l018
   2414     3260   18.5660   -0.0875    l018
   2415        0   18.5701   -0.3495    l018
   2416     3261   18.5702   -0.4315    l018
   2417     3261   18.5722   -0.4335    l018
   2418        0   18.5739    0.3485    l018
   2419     3262   18.5841   -0.1315    l018
   2420        0   18.5881   -0.1175    l018
   2421     3263   18.5959    0.3365    l018
   2422        0   18.6001   -0.1175    l018
   2423     3265   18.6041   -0.1295    l018
   2424     3266   18.6080   -0.0735    l018
   2425     3268   18.6260   -0.0715    l018
   2426        0   18.6261   -0.1135    l018
   2427     3267   18.6279    0.2985    l018
   2428     3269   18.6459    0.2725    l018
   2429        0   18.6501   -0.2455    l018
   2430     3270   18.6560   -0.0595    l018
   2431     3272   18.6660    0.0325    l018
   2432     3275   18.6841   -0.2315    l018
   2433     3274   18.6901   -0.1395    l018
   2434     3276   18.6901   -0.3795    l018
   2435     3275   18.6941   -0.2055    l018
   2436     3278   18.7041   -0.2295    l018
   2437        0   18.7059    0.2705    l018
   2438        0   18.7080   -0.1275    l018
   2439     3279   18.7100    0.0005    l018
   2440        0   18.7141   -0.3995    l018
   2441     3281   18.7339    0.2625    l018
   2442     3280   18.7381   -0.2255    l018
   2443     3285   18.7422   -0.4695    l018
   2444        0   18.7440   -0.0275    l018
   2445        0   18.7620   -0.0515    l018
   2446     3284   18.7639    0.2605    l018
   2447        0   18.7700   -0.0935    l018
   2448     3285   18.7762   -0.4595    l018
   2449     3286   18.7879    0.2065    l018
   2450        0   18.7981   -0.3595    l018
   2451     3287   18.8021   -0.2955    l018
   2452     3293   18.8201   -0.3594    l018
   2453     3290   18.8240   -0.0794    l018
   2454        0   18.8261   -0.1994    l018
   2455     3291   18.8302   -0.4834    l018
   2456     3292   18.8341   -0.2994    l018
   2457     3294   18.8400   -0.0254    l018
   2458        0   18.8421   -0.1994    l018
   2459     3296   18.8441   -0.1674    l018
   2460     3293   18.8441   -0.3734    l018
   2461     3297   18.8460   -0.0834    l018
   2462        0   18.8620    0.0846    l018
   2463     3300   18.8641   -0.2874    l018
   2464     3298   18.8661   -0.4194    l018
   2465     3299   18.8800    0.0526    l018
   2466     3302   18.8822   -0.5114    l018
   2467     3303   18.8881   -0.4754    l018
   2468     3306   18.8898    0.5106    l018
   2469     3305   18.8900    0.0446    l018
   2470     3307   18.9001   -0.2254    l018
   2471     3308   18.9001   -0.2774    l018
   2472     3309   18.9040   -0.0934    l018
   2473        0   18.9041   -0.3234    l018
   2474        0   18.9161   -0.2074    l018
   2475     3305   18.9200    0.0526    l018
   2476     3311   18.9200   -0.1174    l018
   2477     3303   18.9221   -0.4734    l018
   2478     3314   18.9260    0.0826    l018
   2479     3315   18.9260   -0.0194    l018
   2480     3312   18.9260   -0.0714    l018
   2481        0   18.9300   -0.1274    l018
   2482        0   18.9300   -0.1334    l018
   2483     3318   18.9481   -0.4534    l018
   2484     3315   18.9520   -0.0314    l018
   2485     3319   18.9520   -0.0734    l018
   2486     3318   18.9521   -0.4334    l018
   2487     3320   18.9540    0.0406    l018
   2488     3317   18.9561   -0.3194    l018
   2489     3323   18.9680   -0.0334    l018
   2490     3322   18.9681   -0.2654    l018
   2491     3325   18.9721   -0.4014    l018
   2492     3329   18.9780   -0.0754    l018
   2493     3328   18.9801   -0.2994    l018
   2494     3328   18.9881   -0.2954    l018
   2495     3327   18.9900   -0.0394    l018
   2496     3331   19.0060    0.1306    l018
   2497     3332   19.0080   -0.0814    l018
   2498        0   19.0081   -0.4494    l018
   2499     3333   19.0100   -0.0294    l018
   2500     3334   19.0141   -0.3154    l018
   2501     3335   19.0381   -0.4394    l018
   2502     3341   19.0400   -0.2014    l018
   2503     3338   19.0441   -0.5614    l018
   2504        0   19.0560   -0.1674    l018
   2505     3341   19.0580   -0.2094    l018
   2506     3342   19.0600    0.0266    l018
   2507     3343   19.0621   -0.4314    l018
   2508        0   19.0721   -0.4194    l018
   2509     3344   19.0761   -0.2454    l018
   2510     3345   19.0781   -0.2874    l018
   2511     3348   19.0860    0.0666    l018
   2512     3347   19.0880   -0.1674    l018
   2513     3344   19.0900   -0.2294    l018
   2514        0   19.0940   -0.1154    l018
   2515     3350   19.0960    0.0926    l018
   2516     3350   19.1000    0.1166    l018
   2517     3352   19.1039    0.3286    l018
   2518     3354   19.1121   -0.2614    l018
   2519        0   19.1181   -0.2954    l018
   2520     3355   19.1341   -0.2534    l018
   2521     3356   19.1479    0.3567    l018
   2522     3357   19.1540    0.0287    l018
   2523     3358   19.1560   -0.1733    l018
   2524        0   19.1719    0.1507    l018
   2525        0   19.1720   -0.0533    l018
   2526        0   19.1819    0.1527    l018
   2527        0   19.1819    0.1507    l018
   2528        0   19.1820   -0.1573    l018
   2529     3359   19.1861   -0.3173    l018
   2530     3360   19.1980   -0.1813    l018
   2531        0   19.2100   -0.1393    l018
   2532     3362   19.2121   -0.3193    l018
   2533     3361   19.2161   -0.2893    l018
   2534     3363   19.2180    0.0147    l018
   2535     3366   19.2239    0.3147    l018
   2536     3364   19.2240   -0.1453    l018
   2537     3365   19.2259    0.2987    l018
   2538        0   19.2260   -0.2693    l018
   2539        0   19.2300   -0.0673    l018
   2540        0   19.2340    0.1047    l018
   2541     3367   19.2340    0.0147    l018
   2542        0   19.2360   -0.0653    l018
   2543        0   19.2361   -0.4533    l018
   2544     3368   19.2400    0.1047    l018
   2545     3368   19.2400    0.0987    l018
   2546     3369   19.2420    0.0687    l018
   2547        0   19.2441   -0.4633    l018
   2548     3370   19.2500    0.0287    l018
   2549     3371   19.2519    0.2667    l018
   2550     3374   19.2679    0.3487    l018
   2551     3373   19.2680   -0.1953    l018
   2552     3375   19.2779    0.3047    l018
   2553     3376   19.2821   -0.3873    l018
   2554     3377   19.2841   -0.3593    l018
   2555     3378   19.2880    0.0827    l018
   2556     3381   19.3100    0.0647    l018
   2557     3380   19.3121   -0.3793    l018
   2558     3382   19.3260    0.0527    l018
   2559     3383   19.3320    0.0887    l018
   2560     3384   19.3360   -0.2413    l018
   2561     3386   19.3640   -0.0313    l018
   2562     3388   19.3760   -0.0873    l018
   2563     3389   19.3960   -0.0073    l018
   2564     3390   19.4020   -0.1793    l018
   2565     3391   19.4080   -0.1953    l018
   2566        0   19.4100   -0.1593    l018
   2567     3393   19.4399    0.1547    l018
   2568        0   19.4420   -0.1573    l018
   2569        0   19.4480   -0.1793    l018
   2570        0   19.4500   -0.1913    l018
   2571        0   19.4519    0.1067    l018
   2572        0   19.4520   -0.1753    l018
   2573     3394   19.4739    0.1707    l018
   2574     3401   19.4820   -0.0633    l018
   2575     3396   19.4820   -0.0713    l018
   2576     3397   19.4879    0.1487    l018
   2577     3400   19.4900   -0.1973    l018
   2578     3401   19.4940   -0.0553    l018
   2579     3402   19.4979    0.1187    l018
   2580        0   19.5080    0.0467    l018
   2581     3403   19.5081   -0.4473    l018
   2582     3405   19.5179    0.0767    l018
   2583     3407   19.5200   -0.2413    l018
   2584        0   19.5220    0.0327    l018
   2585     3406   19.5260   -0.0853    l018
   2586        0   19.5300    0.0447    l018
   2587     3408   19.5420   -0.2233    l018
   2588     3409   19.5421   -0.4573    l018
   2589        0   19.5559    0.1327    l018
   2590        0   19.5559    0.1287    l018
   2591        0   19.5619    0.1107    l018
   2592     3410   19.5620   -0.1373    l018
   2593        0   19.5660    0.0267    l018
   2594        0   19.5700    0.0427    l018
   2595        0   19.5719    0.1207    l018
   2596        0   19.5760    0.0227    l018
   2597     3411   19.5760   -0.0993    l018
   2598        0   19.5920    0.0268    l018
   2599     3412   19.5920   -0.0792    l018
   2600        0   19.6080    0.0128    l018
   2601     3414   19.6100   -0.2332    l018
   2602     3413   19.6120   -0.1372    l018
   2603     3415   19.6140   -0.2572    l018
   2604     3412   19.6260   -0.0572    l018
   2605     3416   19.6300   -0.0472    l018
   2606     3417   19.6420   -0.1692    l018
   2607        0   19.6620   -0.3072    l018
   2608     3419   19.6679    0.1128    l018
   2609        0   19.6819    0.2248    l018
   2610     3420   19.6840   -0.1292    l018
   2611     3421   19.6940   -0.1752    l018
   2612     3422   19.7020   -0.2632    l018
   2613     3424   19.7180   -0.1692    l018
   2614     3425   19.7280   -0.1132    l018
   2615     3428   19.7380   -0.1312    l018
   2616     3426   19.7439    0.2808    l018
   2617        0   19.7479    0.0108    l018
   2618     3427   19.7480   -0.1732    l018
   2619     3428   19.7560   -0.1292    l018
   2620     3429   19.7700   -0.1792    l018
   2621        0   19.7779    0.0048    l018
   2622     3430   19.7840   -0.5172    l018
   2623        0   19.8000   -0.4212    l018
   2624     3432   19.8059    0.0328    l018
   2625     3434   19.8060   -0.4432    l018
   2626     3435   19.8160   -0.5172    l018
   2627        0   19.8179   -0.0092    l018
   2628     3436   19.8220   -0.4192    l018
   2629     3434   19.8220   -0.4632    l018
   2630     3437   19.8280   -0.3292    l018
   2631        0   19.8580   -0.1792    l018
   2632        0   19.8640   -0.1792    l018
   2633     3438   19.8760   -0.0832    l018
   2634     3438   19.8760   -0.0912    l018
   2635        0   19.8799   -0.0332    l018
   2636     3439   19.8840   -0.5352    l018
   2637     3440   19.8959    0.1028    l018
   2638     3441   19.9000   -0.4372    l018
   2639     3442   19.9080   -0.2392    l018
   2640     3443   19.9140   -0.2032    l018
   2641     3445   19.9260   -0.2572    l018
   2642     3444   19.9260   -0.2992    l018
   2643        0   19.9299   -0.0052    l018
   2644     3446   19.9340   -0.3072    l018
   2645        0   19.9400   -0.4352    l018
   2646     3447   19.9620   -0.0952    l018
   2647     3448   19.9680   -0.1012    l018
   2648     3450   19.9779    0.4168    l018
   2649     3449   19.9780   -0.2132    l018
   2650     3451   20.0080   -0.1632    l018
   2651     3452   20.0280   -0.1712    l018
   2652        0   20.0299    0.2128    l018
   2653        0   20.0359    0.3128    l018
   2654        0   20.0379    0.2948    l018
   2655        0   20.0480   -0.1912    l018
   2656     3453   20.0499    0.1948    l018
   2657     3455   20.0780   -0.4892    l018
   2658     3455   20.0800   -0.4952    l018
   2659     3456   20.0819   -0.1352    l018
   2660        0   20.1359   -0.0932    l018
   2661        0   20.1499   -0.1212    l018
   2662     3459   20.1559   -0.0772    l018
   2663     3459   20.1579   -0.0612    l018
   2664     3460   20.2339    0.0868    l018
   2665     3461   20.2379    0.0648    l018
   2666        0   20.2739    0.0928    l018
   2667     3462   20.2759    0.0568    l018
   2668        0   20.2759   -0.1792    l018
   2669     3464   20.2979   -0.2172    l018
   2670     3465   20.3179    0.0788    l018
   2671     3466   20.3179   -0.0232    l018
   2672     3467   20.3579    0.0488    l018
   2673     3468   20.3659   -0.0112    l018
   2674        0   20.3859    0.1068    l018
   2675     3469   20.3919   -0.0192    l018
   2676     3470   20.4119    0.1908    l018
   2677        0   20.4219    0.1528    l018
   2678     3473   20.4339    0.3568    l018
   2679     3475   20.4379   -0.0292    l018
   2680     3474   20.4379   -0.1452    l018
   2681        0   20.4399   -0.0612    l018
   2682        0   20.4419    0.0108    l018
   2683        0   20.4419   -0.0792    l018
   2684        0   20.4439   -0.0792    l018
   2685        0   20.4499    0.0788    l018
   2686        0   20.4519   -0.0872    l018
   2687     3476   20.4679    0.1868    l018
   2688     3478   20.4819    0.1689    l018
   2689        0   20.4939   -0.1731    l018
   2690     3479   20.5019    0.1609    l018
   2691        0   20.5099    0.2029    l018
   2692        0   20.5159    0.1649    l018
   2693        0   20.5339    0.3949    l018
   2694     3480   20.5379   -0.1671    l018
   2695        0   20.5399    0.3989    l018
   2696     3481   20.5459   -0.4431    l018
   2697        0   20.5499    0.0589    l018
   2698        0   20.5519    0.0409    l018
   2699        0   20.5579   -0.1371    l018
   2700        0   20.5639    0.0489    l018
   2701        0   20.5659   -0.2491    l018
   2702     3483   20.5879    0.0029    l018
   2703        0   20.5879   -0.2491    l018
   2704        0   20.6099   -0.4711    l018
   2705        0   20.6419    0.2389    l018
   2706     3484   20.6459   -0.1291    l018
   2707     3485   20.6619   -0.1391    l018
   2708     3487   20.6719   -0.1611    l018
   2709     3488   20.7059   -0.2831    l018
   2710     3493   20.7059   -0.0051    l018
   2711     3489   20.7079   -0.3111    l018
   2712     3491   20.7119   -0.0831    l018
   2713     3492   20.7179   -0.3591    l018
   2714     3493   20.7199   -0.0131    l018
   2715     3495   20.7319   -0.1611    l018
   2716        0   20.7319    0.2449    l018
   2717     3494   20.7319    0.4569    l018
   2718     3496   20.7339   -0.0591    l018
   2719     3497   20.7379   -0.0231    l018
   2720     3498   20.7499   -0.0911    l018
   2721     3500   20.7599   -0.1271    l018
   2722     3501   20.7639   -0.0591    l018
   2723     3502   20.7639   -0.0271    l018
   2724     3503   20.7679   -0.2091    l018
   2725     3504   20.7719    0.4969    l018
   2726     3505   20.7799   -0.0451    l018
   2727     3506   20.7919   -0.1111    l018
   2728        0   20.7939    0.1169    l018
   2729        0   20.7979    0.4509    l018
   2730     3506   20.8019   -0.0831    l018
   2731        0   20.8119   -0.1251    l018
   2732        0   20.8219    0.4589    l018
   2733        0   20.8239   -0.0731    l018
   2734        0   20.8399   -0.0712    l018
   2735        0   20.8399   -0.0692    l018
   2736        0   20.8579    0.4588    l018
   2737     3508   20.8599    0.1808    l018
   2738     3509   20.8939   -0.1772    l018
   2739     3510   20.9159   -0.1452    l018
   2740     3511   20.9639   -0.0752    l018
   2741     3512   20.9839    0.0968    l018
   2742     3514   21.0059   -0.0572    l018
   2743        0   21.0079    0.4048    l018
   2744     3516   21.0279   -0.1652    l018
   2745        0   21.0759    0.2628    l018
   2746     3517   21.0799   -0.0612    l018
   2747        0   21.0919    0.0368    l018
   2748        0   21.1199   -0.2712    l018
   2749     3521   21.1339   -0.2992    l018
   2750     3522   21.1559   -0.1212    l018
   2751        0   21.1579    0.0888    l018
   2752        0   21.1659    0.0788    l018
   2753        0   21.1739   -0.2212    l018
   2754        0   21.1739   -0.2012    l018
   2755     3524   21.1759   -0.1312    l018
   2756     3525   21.1858   -0.3332    l018
   2757        0   21.1899    0.0668    l018
   2758     3526   21.1959   -0.1292    l018
   2759        0   21.2018   -0.4332    l018
   2760        0   21.2039    0.0688    l018
   2761        0   21.2078   -0.4392    l018
   2762     3527   21.2118   -0.3192    l018
   2763     3526   21.2159   -0.1432    l018
   2764     3528   21.2279    0.1448    l018
   2765     3530   21.2399    0.1948    l018
   2766     3531   21.2459   -0.1532    l018
   2767     3532   21.2499    0.2728    l018
   2768     3533   21.2519    0.3148    l018
   2769     3531   21.2539   -0.1512    l018
   2770        0   21.2599    0.1248    l018
   2771        0   21.2619    0.1048    l018
   2772        0   21.2759   -0.1372    l018
   2773        0   21.3039    0.0808    l018
   2774        0   21.3059    0.0548    l018
   2775     3536   21.3099   -0.1552    l018
   2776        0   21.3118   -0.1732    l018
   2777     3536   21.3379   -0.1392    l018
   2778        0   21.3459    0.0008    l018
   2779     3537   21.3558   -0.1752    l018
   2780        0   21.3659   -0.1172    l018
   2781     3538   21.3758   -0.2252    l018
   2782        0   21.3799    0.1688    l018
   2783        0   21.3858   -0.5512    l018
   2784     3539   21.3858   -0.2532    l018
   2785     3540   21.3859    0.4108    l018
   2786        0   21.4059   -0.0092    l018
   2787        0   21.4219    0.0428    l018
   2788     3543   21.4238   -0.5412    l018
   2789        0   21.4259    0.1488    l018
   2790        0   21.4299    0.2548    l018
   2791     3545   21.4858   -0.2332    l018
   2792     3546   21.4918   -0.1552    l018
   2793     3547   21.5115    0.2266    l024
   2794        0   21.5376    0.0266    l024
   2795     3550   21.5457   -0.0874    l024
   2796     3554   21.5537   -0.0434    l024
   2797     3554   21.5657   -0.0334    l024
   2798     3555   21.5658   -0.1334    l024
   2799     3556   21.5918   -0.1474    l024
   2800     3557   21.5996    0.1127    l024
   2801     3556   21.6018   -0.1653    l024
   2802     3562   21.6517   -0.0013    l024
   2803     3561   21.6535    0.1727    l024
   2804     3561   21.6595    0.1707    l024
   2805     3564   21.7017   -0.0253    l024
   2806     3564   21.7057   -0.0313    l024
   2807        0   21.7339   -0.3232    l024
   2808     3566   21.7397   -0.0312    l024
   2809     3567   21.7537   -0.0392    l024
   2810     3572   21.8135    0.1448    l024
   2811     3570   21.8197   -0.0132    l024
   2812        0   21.8279   -0.3092    l024
   2813     3572   21.8295    0.1448    l024
   2814     3577   21.8379   -0.2971    l024
   2815     3574   21.8396    0.0069    l024
   2816     3576   21.8457   -0.0691    l024
   2817     3577   21.8519   -0.2911    l024
   2818     3579   21.8558   -0.1311    l024
   2819     3581   21.8776    0.0069    l024
   2820     3582   21.8816    0.0309    l024
   2821     3583   21.8835    0.2069    l024
   2822     3585   21.8937   -0.1051    l024
   2823     3586   21.9075    0.2249    l024
   2824     3587   21.9079   -0.3391    l024
   2825     3589   21.9199   -0.3231    l024
   2826     3590   21.9276    0.0949    l024
   2827     3591   21.9315    0.1209    l024
   2828     3591   21.9415    0.1209    l024
   2829     3592   21.9496    0.1029    l024
   2830     3592   21.9556    0.0950    l024
   2831     3593   21.9658   -0.1970    l024
   2832     3595   21.9798   -0.2330    l024
   2833     3596   21.9978   -0.1930    l024
   2834     3597   22.0053    0.3610    l024
   2835     3600   22.0138   -0.1870    l024
   2836     3601   22.0354    0.3530    l024
   2837     3602   22.0415    0.2210    l024
   2838     3604   22.0575    0.1910    l024
   2839        0   22.0672    0.5010    l024
   2840     3602   22.0755    0.2050    l024
   2841     3606   22.0892    0.4911    l024
   2842     3607   22.1195    0.1471    l024
   2843     3608   22.1297   -0.1009    l024
   2844     3607   22.1315    0.1451    l024
   2845     3609   22.1356    0.0371    l024
   2846        0   22.1494    0.2691    l024
   2847        0   22.1714    0.2571    l024
   2848     3616   22.1814    0.2851    l024
   2849     3619   22.2254    0.2832    l024
   2850     3620   22.2556    0.0312    l024
   2851     3627   22.3176    0.0552    l024
   2852     3629   22.3357   -0.1548    l024
   2853     3631   22.3453    0.4293    l024
   2854     3632   22.3536    0.0673    l024
   2855     3634   22.3593    0.4253    l024
   2856        0   22.3597   -0.1167    l024
   2857        0   22.3619   -0.4367    l024
   2858     3635   22.3713    0.3793    l024
   2859     3636   22.3716   -0.0287    l024
   2860     3637   22.3793    0.4473    l024
   2861     3641   22.4076   -0.0227    l024
   2862     3643   22.4117   -0.1727    l024
   2863     3643   22.4138   -0.1847    l024
   2864     3644   22.4174    0.3153    l024
   2865     3648   22.4357   -0.1707    l024
   2866        0   22.4516   -0.0167    l024
   2867     3649   22.4532    0.5053    l024
   2868        0   22.4538   -0.2447    l024
   2869     3650   22.4554    0.3073    l024
   2870     3651   22.4674    0.3273    l024
   2871        0   22.4698   -0.2567    l024
   2872        0   22.4714    0.2353    l024
   2873     3653   22.4734    0.3493    l024
   2874     3654   22.4738   -0.2227    l024
   2875        0   22.4796   -0.0166    l024
   2876        0   22.4796   -0.0426    l024
   2877     3655   22.4799   -0.3926    l024
   2878     3656   22.4937   -0.1706    l024
   2879     3657   22.4938   -0.2066    l024
   2880     3657   22.5038   -0.1966    l024
   2881        0   22.5116   -0.0106    l024
   2882     3661   22.5139   -0.3466    l024
   2883     3662   22.5197   -0.1446    l024
   2884     3662   22.5217   -0.1386    l024
   2885     3663   22.5258   -0.3226    l024
   2886     3664   22.5337   -0.1926    l024
   2887     3665   22.5476   -0.0246    l024
   2888     3667   22.5480   -0.5246    l024
   2889        0   22.5516    0.0034    l024
   2890     3669   22.5595    0.1694    l024
   2891     3668   22.5638   -0.2126    l024
   2892     3670   22.5836   -0.0426    l024
   2893     3671   22.5878   -0.2066    l024
   2894     3672   22.5956    0.0094    l024
   2895     3675   22.5997   -0.1886    l024
   2896     3674   22.6177   -0.1425    l024
   2897     3675   22.6217   -0.1905    l024
   2898     3674   22.6257   -0.1325    l024
   2899     3679   22.6399   -0.4665    l024
   2900     3681   22.6475    0.1255    l024
   2901     3686   22.6799   -0.4545    l024
   2902     3686   22.6939   -0.4545    l024
   2903        0   22.7053    0.4415    l024
   2904     3687   22.7053    0.4035    l024
   2905     3688   22.7073    0.3895    l024
   2906     3690   22.7256   -0.0085    l024
   2907     3689   22.7258   -0.2745    l024
   2908     3691   22.7295    0.1255    l024
   2909     3693   22.7318   -0.3205    l024
   2910        0   22.7333    0.3915    l024
   2911     3694   22.7338   -0.2945    l024
   2912     3692   22.7339   -0.4805    l024
   2913     3695   22.7359   -0.4625    l024
   2914     3696   22.7398   -0.2445    l024
   2915        0   22.7436   -0.0665    l024
   2916     3698   22.7438   -0.2645    l024
   2917        0   22.7476   -0.0705    l024
   2918     3700   22.7579   -0.4825    l024
   2919        0   22.7596   -0.0205    l024
   2920        0   22.7636   -0.0224    l024
   2921     3701   22.7658   -0.2424    l024
   2922     3702   22.7719   -0.5044    l024
   2923        0   22.7797   -0.1184    l024
   2924     3705   22.7899   -0.5044    l024
   2925     3703   22.7918   -0.2584    l024
